cohort_period,user_count,host_count,listing_count,total_ltv,total_cac,ltv_cac_ratio
2022-08-31,7,2,3,86209.77,11529.42,7.4773726692236036
2022-09-01,7,0,0,0.00,5672.58,0.0
2022-09-02,15,5,12,309047.19,12724.22,24.288104889729983
2022-09-03,10,2,5,136383.54,9915.57,13.754483100820226
2022-09-04,6,1,1,5894.34,3062.85,1.924462510406974
2022-09-05,17,2,2,27625.38,10577.08,2.6118153592484883
2022-09-06,12,1,4,103672.05,9230.00,11.232074756229686
2022-09-07,13,0,0,0.00,12562.44,0.0
2022-09-08,6,0,0,0.00,11807.25,0.0
2022-09-09,17,5,12,334278.78,9904.85,33.7489997324543
2022-09-10,5,1,2,53970.87,8702.00,6.202122500574581
2022-09-11,9,1,4,131250.75,5281.04,24.853201263387515
2022-09-12,10,1,3,108352.89,8674.71,12.490664241225357
2022-09-13,13,2,3,63125.52,11707.74,5.391776722065916
2022-09-14,9,4,7,150228.63,11534.07,13.024771828157798
2022-09-15,8,2,7,145245.09,6522.85,22.267120967061942
2022-09-16,9,2,3,53744.46,13121.69,4.095848934093093
2022-09-17,8,2,2,69535.32,7652.01,9.087196697338348
2022-09-18,5,2,6,127660.17,2538.23,50.294957509760735
2022-09-19,8,1,4,120281.07,11170.95,10.767308957608797
2022-09-20,8,1,3,54941.55,9169.12,5.99201995393233
2022-09-21,3,0,0,0.00,4276.96,0.0
2022-09-22,10,0,0,0.00,7594.48,0.0
2022-09-23,9,2,6,113323.59,11410.20,9.931779460482725
2022-09-24,8,1,3,53493.60,6958.05,7.688016038976437
2022-09-25,9,2,3,52194.66,12731.42,4.099673092239515
2022-09-26,4,1,4,128169.48,8273.55,15.491473430389616
2022-09-27,2,0,0,0.00,3144.50,0.0
2022-09-28,9,1,1,48903.87,13000.77,3.7616133505938496
2022-09-29,8,2,8,224030.25,11070.78,20.236175770812896
2022-09-30,10,1,1,29353.05,13822.24,2.1236102107907255
2022-10-01,5,1,3,97237.86,9125.84,10.655222971255249
2022-10-02,4,0,0,0.00,3826.94,0.0
2022-10-03,8,2,3,77471.67,10092.63,7.67606362266327
2022-10-04,7,2,5,116395.08,11266.50,10.331077086939157
2022-10-05,5,0,0,0.00,9831.68,0.0
2022-10-06,9,0,0,0.00,7163.35,0.0
2022-10-07,5,1,5,117098.70,3711.62,31.549215706349248
2022-10-08,5,1,2,81058.59,6738.39,12.029370517289736
2022-10-09,9,1,4,95480.07,8001.07,11.933412656057254
2022-10-10,12,2,11,215246.76,8079.45,26.641263947422164
2022-10-11,7,3,6,128333.82,9416.05,13.629262801280793
2022-10-12,9,2,5,159823.95,8655.81,18.46435515567001
2022-10-13,5,2,2,58607.55,9280.61,6.315053644103135
2022-10-14,12,5,13,388648.32,7614.71,51.03914922564353
2022-10-15,5,2,6,132402.99,5867.97,22.56367875091386
2022-10-16,11,3,5,107982.81,7349.91,14.691718674106214
2022-10-17,8,2,6,165334.20,8047.03,20.545990259760437
2022-10-18,8,2,3,112723.86,9509.64,11.853641147298951
2022-10-19,7,0,0,0.00,9125.96,0.0
2022-10-20,9,0,0,0.00,7921.38,0.0
2022-10-21,11,3,6,83027.16,9447.23,8.788518962701238
2022-10-22,11,2,4,93084.96,8581.27,10.847457311097308
2022-10-23,10,1,1,51317.10,7556.85,6.79080569284821
2022-10-24,9,1,1,22218.81,5710.20,3.8910738678154884
2022-10-25,15,4,13,218194.53,6442.68,33.86704445975898
2022-10-26,10,0,0,0.00,4590.87,0.0
2022-10-27,6,2,4,173235.78,7146.05,24.242172948691934
2022-10-28,9,2,5,101375.70,3001.13,33.779176510181166
2022-10-29,8,2,5,110944.38,3559.03,31.17264535561656
2022-10-30,8,0,0,0.00,6841.95,0.0
2022-10-31,8,1,1,31088.64,3831.86,8.113198290125421
2022-11-01,10,1,1,32834.76,6761.75,4.855955928568788
2022-11-02,4,0,0,0.00,3652.97,0.0
2022-11-03,5,0,0,0.00,4509.04,0.0
2022-11-04,7,0,0,0.00,6302.36,0.0
2022-11-05,8,0,0,0.00,3625.86,0.0
2022-11-06,10,0,0,0.00,7430.26,0.0
2022-11-07,6,0,0,0.00,3242.18,0.0
2022-11-08,9,0,0,0.00,5509.70,0.0
2022-11-09,9,1,1,5756.85,3723.08,1.5462600857354665
2022-11-10,9,2,7,224511.15,3011.19,74.55894513464776
2022-11-11,10,1,2,43984.08,3815.19,11.52867353919464
2022-11-12,10,3,6,149720.28,6558.48,22.828502945804516
2022-11-13,5,0,0,0.00,4636.93,0.0
2022-11-14,10,2,8,206919.39,4502.22,45.95941335607767
2022-11-15,5,1,4,143547.90,3603.92,39.8310450842416
2022-11-16,7,1,1,8467.83,8762.84,0.9663339739171318
2022-11-17,7,1,2,22642.02,1716.84,13.18819459006081
2022-11-18,9,1,2,37038.51,6699.27,5.528738205804513
2022-11-19,8,2,7,158065.68,9562.32,16.530055467710763
2022-11-20,6,1,4,100503.33,7535.19,13.337862747986449
2022-11-21,8,2,4,122868.63,8662.88,14.183346646842622
2022-11-22,10,2,4,74383.26,7547.48,9.855376894009655
2022-11-23,9,0,0,0.00,4291.19,0.0
2022-11-24,8,1,2,48129.66,3579.28,13.446743479135469
2022-11-25,8,0,0,0.00,6279.49,0.0
2022-11-26,5,2,5,134633.40,4302.29,31.293427453751374
2022-11-27,13,4,7,181724.67,7932.09,22.910061534853995
2022-11-28,5,1,3,119583.72,6126.60,19.518773871315247
2022-11-29,10,1,4,94024.05,7666.26,12.264657081810427
2022-11-30,14,4,8,241275.69,7449.91,32.38638990269681
2022-12-01,7,0,0,0.00,6486.12,0.0
2022-12-02,4,0,0,0.00,4097.36,0.0
2022-12-03,11,1,1,38837.31,7798.12,4.980342697983616
2022-12-04,8,0,0,0.00,10234.87,0.0
2022-12-05,7,1,2,35873.94,5791.81,6.193908294643643
2022-12-06,8,2,2,78018.51,6101.68,12.786398172306642
2022-12-07,7,0,0,0.00,5570.64,0.0
2022-12-08,10,2,5,124031.49,10272.61,12.073999694332793
2022-12-09,10,1,1,23978.88,5813.97,4.124355646829963
2022-12-10,15,5,11,308028.27,10689.19,28.816801834376598
2022-12-11,5,0,0,0.00,4287.02,0.0
2022-12-12,8,1,4,74349.45,13753.30,5.405935302800056
2022-12-13,9,1,1,37267.59,13021.74,2.8619516285841984
2022-12-14,14,1,4,115967.85,11681.94,9.927105429406417
2022-12-15,4,1,2,85535.91,8212.48,10.415356871493143
2022-12-16,7,0,0,0.00,11201.57,0.0
2022-12-17,9,6,18,327543.36,14875.91,22.01837467422161
2022-12-18,5,0,0,0.00,8612.80,0.0
2022-12-19,7,0,0,0.00,13852.35,0.0
2022-12-20,3,0,0,0.00,9095.96,0.0
2022-12-21,7,1,3,71870.07,15099.46,4.759777501976893
2022-12-22,8,0,0,0.00,14236.47,0.0
2022-12-23,8,1,2,36515.10,12163.10,3.0021211697675754
2022-12-24,9,2,4,95894.31,13540.36,7.082109338304151
2022-12-25,2,0,0,0.00,7525.55,0.0
2022-12-26,10,1,3,101411.07,13460.09,7.534204451827589
2022-12-27,2,0,0,0.00,7280.08,0.0
2022-12-28,10,2,6,177062.97,11989.05,14.76872396061406
2022-12-29,5,0,0,0.00,9437.76,0.0
2022-12-30,5,0,0,0.00,7484.32,0.0
2022-12-31,7,0,0,0.00,12411.87,0.0
2023-01-01,4,0,0,0.00,15201.33,0.0
2023-01-02,6,1,2,59404.80,31078.73,1.9114294567377754
2023-01-03,9,2,3,75368.76,44476.55,1.6945729828415197
2023-01-04,14,3,8,134882.82,48562.95,2.777484069645687
2023-01-05,7,1,2,56327.73,53267.25,1.0574551905720682
2023-01-06,9,0,0,0.00,51647.15,0.0
2023-01-07,6,0,0,0.00,31767.23,0.0
2023-01-08,7,1,3,74625.45,36542.45,2.0421578191938417
2023-01-09,7,1,3,96697.44,32062.05,3.0159468904826734
2023-01-10,3,0,0,0.00,17127.91,0.0
2023-01-11,10,2,5,166722.48,39641.37,4.205769881313386
2023-01-12,8,0,0,0.00,37183.81,0.0
2023-01-13,9,3,6,139022.70,34620.84,4.0155784781651755
2023-01-14,9,1,3,44723.43,33557.04,1.3327584912137662
2023-01-15,12,3,8,170688.60,35445.73,4.815491174818518
2023-01-16,8,1,8,201544.77,38790.82,5.195682122729037
2023-01-17,8,2,5,166721.52,39426.93,4.2286203871313335
2023-01-18,3,0,0,0.00,17866.39,0.0
2023-01-19,4,3,7,197697.51,26139.23,7.563249185228487
2023-01-20,9,0,0,0.00,50717.32,0.0
2023-01-21,5,0,0,0.00,26425.09,0.0
2023-01-22,6,2,2,55214.55,49651.52,1.1120414843291808
2023-01-23,13,1,1,7313.34,51955.21,0.1407623989971362
2023-01-24,8,1,5,137207.55,49948.95,2.746955641710186
2023-01-25,9,1,5,74755.68,48716.00,1.5345200755398636
2023-01-26,8,0,0,0.00,53603.95,0.0
2023-01-27,15,5,12,253006.38,37749.18,6.702301348002791
2023-01-28,9,2,3,45474.24,37184.41,1.2229383228078647
2023-01-29,8,2,4,110346.60,46288.41,2.3838926418081763
2023-01-30,12,3,12,333890.37,59633.28,5.5990609605911335
2023-01-31,5,0,0,0.00,22149.24,0.0
2023-02-01,5,1,2,86229.27,41463.04,2.0796658903929863
2023-02-02,12,3,6,151769.97,44176.77,3.4355153172130968
2023-02-03,11,0,0,0.00,43054.30,0.0
2023-02-04,4,2,5,147020.64,40421.23,3.6372134148317605
2023-02-05,7,1,2,31572.00,55780.97,0.5659994797508899
2023-02-06,10,0,0,0.00,57622.55,0.0
2023-02-07,10,1,1,19486.08,44710.56,0.4358272408129087
2023-02-08,7,1,3,86490.72,58062.54,1.4896130964990508
2023-02-09,11,4,12,250865.85,25612.64,9.794611176356675
2023-02-10,10,0,0,0.00,20744.14,0.0
2023-02-11,4,2,5,131302.92,21176.64,6.200366063738158
2023-02-12,12,3,5,102188.82,43665.13,2.3402843413039194
2023-02-13,7,1,1,21360.24,30947.20,0.69021559301003
2023-02-14,9,2,4,99313.29,44235.84,2.2450865632934742
2023-02-15,9,1,1,13390.14,31719.54,0.42214168301305754
2023-02-16,6,0,0,0.00,32174.90,0.0
2023-02-17,12,3,6,141950.94,42718.55,3.3229344160791974
2023-02-18,8,0,0,0.00,38673.77,0.0
2023-02-19,7,0,0,0.00,40893.45,0.0
2023-02-20,5,0,0,0.00,28613.59,0.0
2023-02-21,14,3,8,129961.44,26530.47,4.898572848502118
2023-02-22,8,1,3,93401.67,36670.59,2.547045738833218
2023-02-23,12,1,3,53591.10,19145.30,2.799177866108131
2023-02-24,8,1,2,39262.20,35399.85,1.1091063945186208
2023-02-25,12,0,0,0.00,38440.17,0.0
2023-02-26,5,1,1,9923.97,28617.71,0.34677722291546037
2023-02-27,11,2,2,36155.79,35458.99,1.019650869920435
2023-02-28,9,1,4,80184.33,39557.65,2.027024608388011
2023-03-01,11,1,1,28983.99,32758.73,0.884771479236222
2023-03-02,7,1,3,102951.57,22848.90,4.50575607578483
2023-03-03,7,0,0,0.00,10606.11,0.0
2023-03-04,9,1,4,57773.67,30158.73,1.9156532785034384
2023-03-05,9,0,0,0.00,33694.59,0.0
2023-03-06,7,1,1,24624.69,25322.71,0.9724350197905358
2023-03-07,6,2,7,197018.82,14638.54,13.45891188602142
2023-03-08,7,2,3,106477.86,33509.36,3.1775557635239826
2023-03-09,6,0,0,0.00,39226.38,0.0
2023-03-10,11,3,5,150658.41,23289.33,6.468988588336376
2023-03-11,13,5,10,210682.95,36725.01,5.736770391621405
2023-03-12,9,3,9,273699.18,26176.06,10.456087738185197
2023-03-13,8,1,4,119423.88,27070.33,4.4116152259688
2023-03-14,6,2,8,135705.30,28186.24,4.814593929520219
2023-03-15,19,6,11,202619.40,35173.60,5.7605533695726345
2023-03-16,13,3,10,203332.56,48736.84,4.1720505473887926
2023-03-17,8,0,0,0.00,34134.67,0.0
2023-03-18,9,1,4,70672.83,30277.70,2.334154509754704
2023-03-19,6,1,3,98393.52,35802.41,2.74823733932995
2023-03-20,12,2,4,46112.85,47002.95,0.981062890733454
2023-03-21,12,4,8,155382.36,19718.19,7.880153300074703
2023-03-22,10,1,4,124014.27,39234.47,3.160849885317681
2023-03-23,3,0,0,0.00,20449.39,0.0
2023-03-24,7,2,5,102047.64,25780.30,3.9583573503799414
2023-03-25,17,1,2,66220.89,45188.67,1.4654312685015958
2023-03-26,8,2,6,101262.96,44809.42,2.259858752914008
2023-03-27,4,2,4,104678.52,29495.44,3.548972993791583
2023-03-28,19,2,3,65082.27,36950.84,1.7613204463010854
2023-03-29,11,3,6,108422.46,24059.00,4.50652396192693
2023-03-30,10,2,7,189424.47,37061.03,5.111149636154203
2023-03-31,13,2,7,193652.64,36505.43,5.304762606549218
2023-04-01,8,2,5,129397.53,28777.50,4.496482668751629
2023-04-02,8,2,8,217980.66,24070.34,9.055985914615249
2023-04-03,7,2,4,72576.18,21597.55,3.360389488622552
2023-04-04,9,2,4,129312.93,14740.96,8.772354717738871
2023-04-05,10,2,5,121649.64,38056.85,3.1965241474268105
2023-04-06,6,2,7,159006.39,24112.62,6.594322392174721
2023-04-07,4,0,0,0.00,15109.16,0.0
2023-04-08,8,0,0,0.00,24616.85,0.0
2023-04-09,2,1,2,55563.09,8023.47,6.925069826396808
2023-04-10,10,1,1,44472.81,31608.57,1.4069858269450342
2023-04-11,12,0,0,0.00,33155.02,0.0
2023-04-12,5,1,1,11106.99,10003.00,1.11036589023293
2023-04-13,10,0,0,0.00,26007.75,0.0
2023-04-14,10,2,6,147373.83,23194.92,6.353711502346203
2023-04-15,6,0,0,0.00,14509.78,0.0
2023-04-16,6,2,7,191743.44,15240.17,12.581450206920264
2023-04-17,9,1,4,82677.84,26422.58,3.129060069077281
2023-04-18,10,3,5,71593.59,31337.53,2.284595818496225
2023-04-19,9,1,3,85228.65,33287.39,2.5603884834467343
2023-04-20,12,0,0,0.00,27658.83,0.0
2023-04-21,6,1,3,118061.52,32958.15,3.582164654266092
2023-04-22,10,1,2,83774.85,28486.29,2.940883140626596
2023-04-23,7,2,5,111166.89,26033.17,4.270201823289288
2023-04-24,9,0,0,0.00,28861.99,0.0
2023-04-25,8,3,5,137355.54,20830.70,6.593899388882755
2023-04-26,12,4,9,181206.51,35835.91,5.056562258360398
2023-04-27,7,2,8,269577.75,27434.07,9.826385585514654
2023-04-28,9,1,5,151971.99,31130.91,4.881707280641652
2023-04-29,11,2,6,131706.30,30286.13,4.348733232010824
2023-04-30,11,0,0,0.00,27525.49,0.0
2023-05-01,9,1,1,23623.77,34641.94,0.6819413116009092
2023-05-02,6,4,9,193804.08,12531.50,15.46535370865419
2023-05-03,11,3,6,157965.84,32138.04,4.9152294290504335
2023-05-04,5,0,0,0.00,17560.89,0.0
2023-05-05,8,4,7,130163.94,28333.34,4.594020330818746
2023-05-06,7,3,5,143475.36,29397.78,4.880482811967434
2023-05-07,10,2,4,80943.24,18225.31,4.4412544971800205
2023-05-08,10,1,2,25687.11,33696.25,0.7623136105649738
2023-05-09,10,0,0,0.00,32156.00,0.0
2023-05-10,6,2,5,100724.16,17394.20,5.790675052603741
2023-05-11,3,0,0,0.00,29637.28,0.0
2023-05-12,7,2,9,277260.15,28169.47,9.84257602290707
2023-05-13,11,1,1,7609.98,35274.59,0.21573546283599612
2023-05-14,8,0,0,0.00,24933.82,0.0
2023-05-15,9,0,0,0.00,35635.51,0.0
2023-05-16,8,0,0,0.00,17991.68,0.0
2023-05-17,6,1,3,90191.64,39105.05,2.306393675497154
2023-05-18,6,1,2,46951.26,34710.63,1.3526478776098274
2023-05-19,7,1,1,55748.16,32637.32,1.7081108375320033
2023-05-20,8,0,0,0.00,24635.62,0.0
2023-05-21,9,2,8,174191.07,23100.01,7.540735696651215
2023-05-22,5,2,9,236686.11,31459.22,7.523584818695441
2023-05-23,8,0,0,0.00,30218.97,0.0
2023-05-24,13,4,9,205923.96,37039.75,5.559539683718167
2023-05-25,9,0,0,0.00,25210.90,0.0
2023-05-26,5,0,0,0.00,18499.17,0.0
2023-05-27,6,2,4,102881.13,24331.78,4.2282615575186036
2023-05-28,5,2,7,170027.19,24871.29,6.836283522085103
2023-05-29,10,0,0,0.00,16512.59,0.0
2023-05-30,12,2,4,130052.04,41434.24,3.1387577037734973
2023-05-31,10,0,0,0.00,21721.31,0.0
2023-06-01,8,3,10,278080.44,34233.44,8.123064465621917
2023-06-02,3,0,0,0.00,15738.20,0.0
2023-06-03,9,2,2,54990.78,34551.36,1.5915662943513655
2023-06-04,6,1,1,10039.32,21253.71,0.4723561204138007
2023-06-05,10,1,2,68902.29,29797.46,2.312354475851297
2023-06-06,6,1,2,57814.89,19977.10,2.8940581966351475
2023-06-07,12,2,5,79247.04,41183.69,1.9242335983006862
2023-06-08,6,1,1,11116.95,38923.72,0.2856086211698163
2023-06-09,8,1,4,65179.74,26796.81,2.4323693753099715
2023-06-10,7,2,3,71450.67,17035.08,4.194325474256651
2023-06-11,12,1,1,39469.32,39128.49,1.0087105329134858
2023-06-12,4,0,0,0.00,23629.44,0.0
2023-06-13,4,0,0,0.00,8967.53,0.0
2023-06-14,5,2,2,25589.01,20797.59,1.2303834242332885
2023-06-15,6,1,5,112307.67,17721.31,6.337436115050185
2023-06-16,6,1,3,85308.69,24754.30,3.4462170208812206
2023-06-17,5,0,0,0.00,28101.96,0.0
2023-06-18,7,1,1,20933.58,33339.38,0.6278935001190785
2023-06-19,12,2,5,99083.67,34883.10,2.8404490999939798
2023-06-20,9,1,2,43622.67,39494.25,1.1045321787348792
2023-06-21,7,1,3,83968.98,33325.63,2.5196516915059073
2023-06-22,11,2,5,98979.81,33578.23,2.9477375668699626
2023-06-23,4,0,0,0.00,13461.45,0.0
2023-06-24,8,1,4,69552.93,36043.43,1.9296978672673493
2023-06-25,8,2,5,82062.00,21757.54,3.771658009131547
2023-06-26,9,1,3,109754.82,7979.96,13.753805783487637
2023-06-27,7,0,0,0.00,17391.82,0.0
2023-06-28,9,0,0,0.00,36085.85,0.0
2023-06-29,4,1,3,80207.85,12611.42,6.3599380561427665
2023-06-30,8,0,0,0.00,39258.59,0.0
2023-07-01,7,0,0,0.00,24439.34,0.0
2023-07-02,6,0,0,0.00,25192.09,0.0
2023-07-03,9,1,2,82941.66,32504.44,2.551702475108016
2023-07-04,17,3,8,262659.87,32898.43,7.983963672430568
2023-07-05,5,2,5,141866.61,14183.30,10.002369688295389
2023-07-06,7,0,0,0.00,11707.83,0.0
2023-07-07,10,3,6,116236.05,26647.10,4.362052531044655
2023-07-08,8,1,2,32722.98,25744.68,1.2710579428448907
2023-07-09,10,1,1,35958.39,20509.08,1.7532912251549069
2023-07-10,5,0,0,0.00,13221.62,0.0
2023-07-11,3,0,0,0.00,13220.81,0.0
2023-07-12,7,0,0,0.00,25104.56,0.0
2023-07-13,9,4,7,221414.67,14718.51,15.043280196161161
2023-07-14,7,1,1,6504.03,25061.42,0.2595236024135903
2023-07-15,6,2,5,144307.26,14747.20,9.78540061842248
2023-07-16,6,1,3,47348.88,22465.88,2.1075907108913605
2023-07-17,10,3,6,128567.34,28472.55,4.515483860771163
2023-07-18,5,1,3,94883.82,17393.52,5.45512466711741
2023-07-19,13,1,3,93691.05,32523.35,2.8807318434294134
2023-07-20,7,1,2,19987.59,16354.27,1.22216338607593
2023-07-21,7,1,1,25565.31,13707.69,1.865034152362652
2023-07-22,5,0,0,0.00,26918.28,0.0
2023-07-23,6,1,3,106849.50,23083.29,4.628867895347674
2023-07-24,9,2,7,142981.05,41896.54,3.412717374752187
2023-07-25,10,0,0,0.00,21821.32,0.0
2023-07-26,7,3,5,113837.91,2979.37,38.20871862172204
2023-07-27,7,1,1,48401.82,31325.79,1.5451109134039396
2023-07-28,14,1,2,47986.59,25672.59,1.8691760356084055
2023-07-29,8,0,0,0.00,33753.87,0.0
2023-07-30,10,2,5,95292.90,40874.59,2.331348155418807
2023-07-31,2,0,0,0.00,17591.50,0.0
2023-08-01,8,0,0,0.00,42301.76,0.0
2023-08-02,10,1,2,51743.22,27511.99,1.8807516286535433
2023-08-03,5,0,0,0.00,19484.88,0.0
2023-08-04,7,1,2,87797.43,23705.89,3.703612477742873
2023-08-05,7,1,5,137449.92,27898.32,4.9268170986640065
2023-08-06,9,1,1,26270.70,14676.28,1.7900108201805907
2023-08-07,12,1,2,57528.72,46599.91,1.2345242726863634
2023-08-08,9,1,2,16387.35,20279.54,0.8080730628012271
2023-08-09,8,0,0,0.00,27822.12,0.0
2023-08-10,7,0,0,0.00,16509.72,0.0
2023-08-11,8,1,2,31803.51,24638.09,1.2908269269249362
2023-08-12,9,2,5,88991.55,15650.07,5.686335588275324
2023-08-13,6,2,3,52852.98,16053.45,3.292312867327584
2023-08-14,13,4,8,254895.24,35971.43,7.086046898886144
2023-08-15,8,0,0,0.00,25225.78,0.0
2023-08-16,10,2,2,13948.92,44781.81,0.31148629320699633
2023-08-17,4,0,0,0.00,2133.10,0.0
2023-08-18,6,0,0,0.00,35107.59,0.0
2023-08-19,10,3,5,169027.41,33855.81,4.9925673023330415
2023-08-20,7,1,1,12163.59,20307.64,0.5989662018826413
2023-08-21,8,2,3,52911.66,13336.22,3.9675155328871305
2023-08-22,7,1,2,48868.05,19217.57,2.5428839338168148
2023-08-23,10,2,5,95377.68,39452.03,2.417560769369789
2023-08-24,7,1,3,62042.76,28436.59,2.181793245955299
2023-08-25,13,3,11,216202.32,38718.57,5.5839438285039975
2023-08-26,6,2,4,106951.29,31939.53,3.3485555360395094
2023-08-27,10,2,5,108213.57,35510.21,3.0473931300321797
2023-08-28,7,0,0,0.00,15545.09,0.0
2023-08-29,6,1,4,74262.51,26604.46,2.791355659915668
2023-08-30,9,3,6,189126.78,28275.80,6.688644706781064
2023-08-31,10,3,5,169938.36,26664.55,6.373194372303301
2023-09-01,3,1,5,106390.29,2955.15,36.00165473833815
2023-09-02,7,1,1,24559.17,22930.72,1.0710160867168583
2023-09-03,5,1,2,42222.42,20671.35,2.0425574527062818
2023-09-04,7,4,10,243095.85,9184.43,26.468256603839322
2023-09-05,8,0,0,0.00,15740.49,0.0
2023-09-06,9,3,7,132177.30,26956.49,4.903357224920603
2023-09-07,8,1,2,50263.71,20247.28,2.4824919692916776
2023-09-08,7,1,2,23146.89,26093.46,0.8870763018779418
2023-09-09,8,2,6,173482.29,19413.28,8.936268883980452
2023-09-10,7,0,0,0.00,21249.66,0.0
2023-09-11,10,1,2,118610.94,25496.95,4.651965823363186
2023-09-12,10,0,0,0.00,27569.18,0.0
2023-09-13,6,1,2,61351.02,23129.42,2.652510093205969
2023-09-14,10,2,6,180664.56,24542.54,7.361282084087466
2023-09-15,9,0,0,0.00,27587.39,0.0
2023-09-16,4,1,2,54251.19,15832.92,3.426480396540878
2023-09-17,4,0,0,0.00,14163.10,0.0
2023-09-18,9,1,2,35739.63,32232.61,1.1088034757346674
2023-09-19,8,1,4,114902.01,27019.90,4.2524957531301
2023-09-20,9,1,2,43582.20,21237.57,2.052127432658256
2023-09-21,5,1,2,60125.76,15861.06,3.7907781699331573
2023-09-22,8,2,3,85527.24,31685.77,2.699231863388518
2023-09-23,6,2,7,205937.70,25056.45,8.218949611776608
2023-09-24,11,1,1,39573.72,17769.05,2.2271151243313514
2023-09-25,10,3,7,125026.26,17998.88,6.94633554976754
2023-09-26,6,1,3,90135.39,27371.35,3.2930560604427623
2023-09-27,10,3,9,236816.97,25548.93,9.269154128959608
2023-09-28,7,1,4,110215.68,29226.74,3.7710562313826306
2023-09-29,10,1,4,65671.08,21305.80,3.082309981319641
2023-09-30,6,0,0,0.00,22038.41,0.0
2023-10-01,5,1,2,83324.16,16524.89,5.042342793204675
2023-10-02,13,2,7,162371.46,34078.47,4.764634679902002
2023-10-03,15,3,5,114603.72,29511.79,3.883319852845253
2023-10-04,7,1,1,35785.83,29332.45,1.2200082161565093
2023-10-05,6,2,5,125016.75,28133.22,4.443741242559508
2023-10-06,8,0,0,0.00,8052.42,0.0
2023-10-07,11,1,3,80618.61,25234.46,3.1947824522498203
2023-10-08,5,1,1,33299.73,18407.54,1.8090266271321427
2023-10-09,11,3,8,212160.30,30285.72,7.005291602775169
2023-10-10,13,3,6,143800.50,30528.19,4.710416831132144
2023-10-11,7,1,3,81062.10,24845.21,3.262685241944021
2023-10-12,6,2,5,133478.28,19177.82,6.960034039322509
2023-10-13,8,0,0,0.00,38238.15,0.0
2023-10-14,6,1,1,12595.89,7212.25,1.746457762834067
2023-10-15,11,1,1,8362.77,25557.54,0.32721341725377323
2023-10-16,9,4,7,160818.57,25676.18,6.263337069610822
2023-10-17,13,3,8,183103.41,36842.31,4.969922081433005
2023-10-18,9,2,4,77718.63,27806.99,2.7949314183232348
2023-10-19,8,1,1,23816.22,25202.00,0.9450130941988731
2023-10-20,8,1,4,76975.47,18342.60,4.196540839357562
2023-10-21,6,1,2,50118.63,29848.00,1.6791285848298043
2023-10-22,9,1,2,50048.88,26294.45,1.9034009077961318
2023-10-23,6,0,0,0.00,25058.70,0.0
2023-10-24,4,1,3,54874.92,4410.02,12.443236085097118
2023-10-25,6,0,0,0.00,4293.53,0.0
2023-10-26,12,3,9,243872.16,36119.57,6.751801308819568
2023-10-27,6,2,4,78974.28,21125.91,3.738266422606174
2023-10-28,6,0,0,0.00,18798.16,0.0
2023-10-29,8,2,5,113238.60,31961.61,3.5429566908550605
2023-10-30,7,1,3,112501.50,27629.22,4.0718304751274195
2023-10-31,8,0,0,0.00,22678.22,0.0
2023-11-01,11,1,2,58940.52,25748.89,2.2890509066604423
2023-11-02,6,1,1,31250.10,26944.98,1.1597744737609752
2023-11-03,9,2,3,71504.85,17487.85,4.088830244998671
2023-11-04,9,0,0,0.00,27127.15,0.0
2023-11-05,6,3,12,269464.68,18645.57,14.451941131325027
2023-11-06,3,0,0,0.00,28876.30,0.0
2023-11-07,13,3,6,164389.71,26884.46,6.114674053337876
2023-11-08,5,1,5,111727.47,23471.53,4.760127269078752
2023-11-09,16,4,14,307009.26,30358.64,10.112747474853947
2023-11-10,12,2,3,36644.34,26461.37,1.3848239905945912
2023-11-11,4,0,0,0.00,16058.71,0.0
2023-11-12,5,1,4,63917.52,25906.44,2.467244438062505
2023-11-13,8,0,0,0.00,13338.38,0.0
2023-11-14,6,1,2,34783.08,15700.90,2.215355807628862
2023-11-15,10,3,4,66411.84,22382.84,2.9670872865105586
2023-11-16,6,3,7,189099.36,14947.01,12.651316885450667
2023-11-17,9,2,6,151752.09,6996.70,21.68909485900496
2023-11-18,5,0,0,0.00,20756.66,0.0
2023-11-19,5,0,0,0.00,20791.35,0.0
2023-11-20,10,0,0,0.00,27186.43,0.0
2023-11-21,4,0,0,0.00,4778.74,0.0
2023-11-22,4,1,2,97010.25,6058.52,16.01220265015218
2023-11-23,10,1,1,39959.01,26172.39,1.5267619808508128
2023-11-24,7,1,1,35829.48,15818.36,2.265056554535363
2023-11-25,6,1,5,107508.66,32855.06,3.2722101253201186
2023-11-26,10,2,4,72909.33,22485.99,3.2424336220019665
2023-11-27,10,3,5,116070.72,20460.35,5.672958673727479
2023-11-28,8,2,6,185469.57,22326.61,8.307108423535862
2023-11-29,9,2,5,163476.66,29369.40,5.5662240290915035
2023-11-30,12,3,5,103885.95,13136.97,7.907907987915022
2023-12-01,11,2,4,146566.56,27203.41,5.387801014652207
2023-12-02,5,1,1,38704.35,25583.58,1.512859029111641
2023-12-03,6,0,0,0.00,6538.87,0.0
2023-12-04,6,1,2,23669.52,13569.44,1.7443254843235978
2023-12-05,4,2,4,123612.03,17932.05,6.893357424276645
2023-12-06,6,3,9,176317.89,27439.35,6.4257312946553045
2023-12-07,8,1,3,73135.59,15507.25,4.716219187799255
2023-12-08,10,3,10,241284.48,15957.66,15.120292072897907
2023-12-09,7,1,1,27511.02,18205.92,1.5111029818872104
