date,campaign_id,campaign_name,channel,spend_amount,impressions,attributed_signups
2023-01-30,C0609,facebook_0609,facebook,3283.54,386035,1
2023-01-30,C0631,google_display_0631,google_display,2792.86,1352380,0
2023-01-30,C0658,tiktok_0658,tiktok,808.08,173623,0
2023-01-30,C0661,tiktok_0661,tiktok,1058.64,137073,0
2023-01-30,C0676,google_search_0676,google_search,1826.31,86325,0
2023-01-30,C0695,instagram_0695,instagram,1733.78,198106,0
2023-01-30,C0699,google_search_0699,google_search,534.44,24327,0
2023-01-30,C0744,google_search_0744,google_search,1765.36,69693,0
2023-01-31,C0018,instagram_0018,instagram,1626.50,108172,0
2023-01-31,C0029,google_search_0029,google_search,516.06,24473,2
2023-01-31,C0121,google_search_0121,google_search,1199.16,39975,0
2023-01-31,C0138,facebook_0138,facebook,815.27,59347,2
2023-01-31,C0141,tiktok_0141,tiktok,1670.42,311250,0
2023-01-31,C0142,tiktok_0142,tiktok,1993.52,265679,0
2023-01-31,C0156,tiktok_0156,tiktok,2057.62,206061,0
2023-01-31,C0166,google_search_0166,google_search,427.79,14995,0
2023-01-31,C0184,facebook_0184,facebook,1050.36,88474,0
2023-01-31,C0192,google_display_0192,google_display,1353.95,286633,0
2023-01-31,C0204,instagram_0204,instagram,936.29,60645,0
2023-01-31,C0205,tiktok_0205,tiktok,1566.85,388476,0
2023-01-31,C0284,google_display_0284,google_display,2806.33,888961,0
2023-01-31,C0290,tiktok_0290,tiktok,2200.19,250176,0
2023-01-31,C0340,facebook_0340,facebook,2085.96,156192,0
2023-01-31,C0349,tiktok_0349,tiktok,1394.24,148764,0
2023-01-31,C0380,google_search_0380,google_search,1550.21,82958,0
2023-01-31,C0443,google_display_0443,google_display,1309.98,374654,0
2023-01-31,C0468,instagram_0468,instagram,514.73,40172,0
2023-01-31,C0491,google_search_0491,google_search,878.40,29259,0
2023-01-31,C0494,instagram_0494,instagram,1644.76,113027,0
2023-01-31,C0500,instagram_0500,instagram,1845.91,153914,0
2023-01-31,C0509,google_display_0509,google_display,1641.68,398839,0
2023-01-31,C0519,google_search_0519,google_search,594.62,32600,0
2023-01-31,C0528,google_search_0528,google_search,1393.87,74241,0
2023-01-31,C0544,google_search_0544,google_search,2429.28,88053,0
2023-01-31,C0552,google_search_0552,google_search,2512.52,104264,0
2023-01-31,C0588,google_display_0588,google_display,1173.97,201876,0
2023-01-31,C0609,facebook_0609,facebook,1463.34,107021,0
2023-01-31,C0631,google_display_0631,google_display,1751.75,384094,0
2023-01-31,C0658,tiktok_0658,tiktok,1435.45,231163,0
2023-01-31,C0661,tiktok_0661,tiktok,734.99,108929,0
2023-01-31,C0676,google_search_0676,google_search,3629.76,169266,0
2023-01-31,C0695,instagram_0695,instagram,1404.56,156807,0
2023-01-31,C0699,google_search_0699,google_search,430.52,14577,0
2023-01-31,C0744,google_search_0744,google_search,1172.12,51468,0
2023-02-01,C0018,instagram_0018,instagram,790.18,52756,1
2023-02-01,C0029,google_search_0029,google_search,357.13,17912,1
2023-02-01,C0121,google_search_0121,google_search,1316.43,71223,0
2023-02-01,C0138,facebook_0138,facebook,734.25,119582,1
2023-02-01,C0141,tiktok_0141,tiktok,1976.63,254513,0
2023-02-01,C0142,tiktok_0142,tiktok,1453.27,293090,0
2023-02-01,C0156,tiktok_0156,tiktok,1975.28,207791,0
2023-02-01,C0166,google_search_0166,google_search,525.88,20423,0
2023-02-01,C0184,facebook_0184,facebook,1294.99,96297,0
2023-02-01,C0192,google_display_0192,google_display,1463.65,400719,2
2023-02-01,C0204,instagram_0204,instagram,1496.38,139751,0
2023-02-01,C0205,tiktok_0205,tiktok,1468.16,162525,0
2023-02-01,C0284,google_display_0284,google_display,1716.89,639273,0
2023-02-01,C0290,tiktok_0290,tiktok,2751.60,481473,0
2023-02-01,C0340,facebook_0340,facebook,1723.22,256205,0
2023-02-01,C0349,tiktok_0349,tiktok,2002.37,258190,0
2023-02-01,C0380,google_search_0380,google_search,1371.22,72027,0
2023-02-01,C0443,google_display_0443,google_display,736.84,143839,0
2023-02-01,C0468,instagram_0468,instagram,995.90,76175,0
2023-02-01,C0491,google_search_0491,google_search,1239.81,49960,0
2023-02-01,C0494,instagram_0494,instagram,1270.80,135657,0
2023-02-01,C0500,instagram_0500,instagram,347.72,30063,0
2023-02-01,C0509,google_display_0509,google_display,2002.13,828883,0
2023-02-01,C0519,google_search_0519,google_search,610.06,24562,0
2023-02-01,C0528,google_search_0528,google_search,2777.78,103440,0
2023-02-01,C0544,google_search_0544,google_search,1482.47,56084,0
2023-02-01,C0552,google_search_0552,google_search,1738.06,70206,0
2023-02-01,C0588,google_display_0588,google_display,1584.80,649573,0
2023-02-01,C0609,facebook_0609,facebook,3391.78,283923,0
2023-02-01,C0631,google_display_0631,google_display,2849.78,510515,0
2023-02-01,C0658,tiktok_0658,tiktok,1239.98,128696,0
2023-02-01,C0661,tiktok_0661,tiktok,691.55,134393,0
2023-02-01,C0676,google_search_0676,google_search,2005.90,71789,0
2023-02-01,C0695,instagram_0695,instagram,3247.80,382226,0
2023-02-01,C0699,google_search_0699,google_search,782.97,28995,0
2023-02-01,C0744,google_search_0744,google_search,1608.22,70562,0
2023-02-02,C0018,instagram_0018,instagram,791.83,78039,2
2023-02-02,C0029,google_search_0029,google_search,1217.26,60224,3
2023-02-02,C0121,google_search_0121,google_search,1484.35,65256,0
2023-02-02,C0138,facebook_0138,facebook,820.89,100861,1
2023-02-02,C0141,tiktok_0141,tiktok,2405.05,260084,0
2023-02-02,C0142,tiktok_0142,tiktok,1998.64,314691,0
2023-02-02,C0156,tiktok_0156,tiktok,1224.43,219375,0
2023-02-02,C0166,google_search_0166,google_search,1063.35,49362,0
2023-02-02,C0177,tiktok_0177,tiktok,2098.10,377718,0
2023-02-02,C0184,facebook_0184,facebook,1358.49,148139,0
2023-02-02,C0192,google_display_0192,google_display,1473.29,286514,2
2023-02-02,C0204,instagram_0204,instagram,1244.71,87360,0
2023-02-02,C0205,tiktok_0205,tiktok,1535.98,196414,0
2023-02-02,C0284,google_display_0284,google_display,2677.45,781959,0
2023-02-02,C0290,tiktok_0290,tiktok,2418.39,250702,0
2023-02-02,C0340,facebook_0340,facebook,1301.56,105523,0
2023-02-02,C0349,tiktok_0349,tiktok,1910.15,232907,0
2023-02-02,C0380,google_search_0380,google_search,1561.17,49991,0
2023-02-02,C0443,google_display_0443,google_display,681.62,142606,0
2023-02-02,C0468,instagram_0468,instagram,1041.44,88125,0
2023-02-02,C0483,tiktok_0483,tiktok,565.31,57812,0
2023-02-02,C0491,google_search_0491,google_search,1767.92,56602,0
2023-02-02,C0494,instagram_0494,instagram,1772.31,156939,0
2023-02-02,C0500,instagram_0500,instagram,1700.44,194453,0
2023-02-02,C0509,google_display_0509,google_display,2062.10,1010129,0
2023-02-02,C0519,google_search_0519,google_search,743.10,25065,0
2023-02-02,C0528,google_search_0528,google_search,2478.42,109724,0
2023-02-02,C0544,google_search_0544,google_search,2663.86,117866,0
2023-02-02,C0552,google_search_0552,google_search,1997.64,85493,0
2023-02-02,C0588,google_display_0588,google_display,979.13,450342,0
2023-02-02,C0609,facebook_0609,facebook,3410.09,455121,0
2023-02-02,C0631,google_display_0631,google_display,1597.27,283720,0
2023-02-02,C0658,tiktok_0658,tiktok,1197.85,163671,0
2023-02-02,C0661,tiktok_0661,tiktok,675.60,85481,0
2023-02-02,C0676,google_search_0676,google_search,1476.43,54122,0
2023-02-02,C0695,instagram_0695,instagram,2313.70,182432,0
2023-02-02,C0699,google_search_0699,google_search,868.12,43056,0
2023-02-02,C0744,google_search_0744,google_search,1628.83,65823,0
2023-02-03,C0018,instagram_0018,instagram,1518.11,104202,0
2023-02-03,C0029,google_search_0029,google_search,855.20,40244,5
2023-02-03,C0121,google_search_0121,google_search,1872.36,101012,0
2023-02-03,C0138,facebook_0138,facebook,1366.14,117939,0
2023-02-03,C0141,tiktok_0141,tiktok,1181.53,272539,2
2023-02-03,C0142,tiktok_0142,tiktok,1944.25,428027,0
2023-02-03,C0156,tiktok_0156,tiktok,1439.55,194263,0
2023-02-03,C0166,google_search_0166,google_search,632.93,32419,0
2023-02-03,C0177,tiktok_0177,tiktok,1362.47,205553,0
2023-02-03,C0184,facebook_0184,facebook,989.63,101341,0
2023-02-03,C0192,google_display_0192,google_display,1440.49,259150,1
2023-02-03,C0204,instagram_0204,instagram,580.81,54181,0
2023-02-03,C0205,tiktok_0205,tiktok,1025.26,191166,0
2023-02-03,C0284,google_display_0284,google_display,1900.30,333544,0
2023-02-03,C0290,tiktok_0290,tiktok,3072.51,370243,0
2023-02-03,C0340,facebook_0340,facebook,1991.74,205205,0
2023-02-03,C0349,tiktok_0349,tiktok,1038.57,239290,0
2023-02-03,C0380,google_search_0380,google_search,1452.80,70818,0
2023-02-03,C0443,google_display_0443,google_display,816.37,244029,0
2023-02-03,C0468,instagram_0468,instagram,2123.64,234551,0
2023-02-03,C0483,tiktok_0483,tiktok,2144.84,222922,0
2023-02-03,C0491,google_search_0491,google_search,1863.32,58926,0
2023-02-03,C0494,instagram_0494,instagram,1045.83,119112,0
2023-02-03,C0500,instagram_0500,instagram,560.41,68926,0
2023-02-03,C0509,google_display_0509,google_display,1956.96,487303,0
2023-02-03,C0519,google_search_0519,google_search,800.36,42916,0
2023-02-03,C0528,google_search_0528,google_search,2565.39,118834,0
2023-02-03,C0544,google_search_0544,google_search,1391.95,65859,0
2023-02-03,C0552,google_search_0552,google_search,2376.09,124654,0
2023-02-03,C0588,google_display_0588,google_display,1911.01,387992,0
2023-02-03,C0609,facebook_0609,facebook,3249.77,350632,0
2023-02-03,C0631,google_display_0631,google_display,1604.52,282737,0
2023-02-03,C0658,tiktok_0658,tiktok,1025.66,180839,0
2023-02-03,C0661,tiktok_0661,tiktok,1678.19,178917,0
2023-02-03,C0676,google_search_0676,google_search,1580.12,57252,0
2023-02-03,C0695,instagram_0695,instagram,3141.24,329871,0
2023-02-03,C0699,google_search_0699,google_search,605.12,30067,0
2023-02-03,C0744,google_search_0744,google_search,1516.18,53688,0
2023-02-04,C0018,instagram_0018,instagram,1505.13,102369,1
2023-02-04,C0029,google_search_0029,google_search,2385.17,107804,1
2023-02-04,C0121,google_search_0121,google_search,1995.35,75136,0
2023-02-04,C0138,facebook_0138,facebook,506.31,43682,0
2023-02-04,C0141,tiktok_0141,tiktok,1932.01,332338,0
2023-02-04,C0142,tiktok_0142,tiktok,1683.76,229309,0
2023-02-04,C0156,tiktok_0156,tiktok,2252.56,348643,0
2023-02-04,C0166,google_search_0166,google_search,766.23,25369,0
2023-02-04,C0177,tiktok_0177,tiktok,1016.38,103232,0
2023-02-04,C0184,facebook_0184,facebook,642.33,58133,0
2023-02-04,C0192,google_display_0192,google_display,1476.43,674803,2
2023-02-04,C0204,instagram_0204,instagram,1351.79,119130,0
2023-02-04,C0205,tiktok_0205,tiktok,878.71,91680,0
2023-02-04,C0284,google_display_0284,google_display,3182.53,896229,0
2023-02-04,C0290,tiktok_0290,tiktok,2691.57,437910,0
2023-02-04,C0340,facebook_0340,facebook,1678.30,147901,0
2023-02-04,C0349,tiktok_0349,tiktok,1955.78,224165,0
2023-02-04,C0380,google_search_0380,google_search,1519.18,65113,0
2023-02-04,C0443,google_display_0443,google_display,1069.35,201370,0
2023-02-04,C0468,instagram_0468,instagram,574.44,71710,0
2023-02-04,C0483,tiktok_0483,tiktok,2837.49,313921,0
2023-02-04,C0491,google_search_0491,google_search,2198.93,87826,0
2023-02-04,C0494,instagram_0494,instagram,1855.64,135308,0
2023-02-04,C0500,instagram_0500,instagram,1136.76,95301,0
2023-02-04,C0509,google_display_0509,google_display,1588.96,356975,0
2023-02-04,C0519,google_search_0519,google_search,695.85,29341,0
2023-02-04,C0528,google_search_0528,google_search,2430.15,117648,0
2023-02-04,C0544,google_search_0544,google_search,1708.75,86013,0
2023-02-04,C0552,google_search_0552,google_search,1454.32,52926,0
2023-02-04,C0588,google_display_0588,google_display,817.14,155447,0
2023-02-04,C0609,facebook_0609,facebook,1600.50,224601,0
2023-02-04,C0631,google_display_0631,google_display,2556.95,457916,0
2023-02-04,C0658,tiktok_0658,tiktok,1001.38,101948,0
2023-02-04,C0661,tiktok_0661,tiktok,1677.90,215217,0
2023-02-04,C0676,google_search_0676,google_search,2965.78,158619,0
2023-02-04,C0695,instagram_0695,instagram,2818.52,242258,0
2023-02-04,C0699,google_search_0699,google_search,734.86,37549,0
2023-02-04,C0744,google_search_0744,google_search,1633.02,62695,0
2023-02-05,C0018,instagram_0018,instagram,1143.77,94938,1
2023-02-05,C0029,google_search_0029,google_search,1187.53,41860,1
2023-02-05,C0121,google_search_0121,google_search,1654.22,68215,0
2023-02-05,C0138,facebook_0138,facebook,1320.45,202374,1
2023-02-05,C0141,tiktok_0141,tiktok,1271.32,225108,2
2023-02-05,C0142,tiktok_0142,tiktok,1482.55,155241,0
2023-02-05,C0156,tiktok_0156,tiktok,1396.11,224082,0
2023-02-05,C0166,google_search_0166,google_search,751.02,29013,0
2023-02-05,C0177,tiktok_0177,tiktok,2708.20,398237,0
2023-02-05,C0184,facebook_0184,facebook,1122.63,88510,0
2023-02-05,C0192,google_display_0192,google_display,1449.32,444494,1
2023-02-05,C0204,instagram_0204,instagram,643.19,48897,0
2023-02-05,C0205,tiktok_0205,tiktok,1432.05,147421,0
2023-02-05,C0284,google_display_0284,google_display,2370.04,439790,0
2023-02-05,C0290,tiktok_0290,tiktok,1329.98,181280,0
2023-02-05,C0340,facebook_0340,facebook,1916.96,148577,0
2023-02-05,C0349,tiktok_0349,tiktok,2526.55,539373,0
2023-02-05,C0380,google_search_0380,google_search,1568.18,53632,0
2023-02-05,C0443,google_display_0443,google_display,1393.57,437799,0
2023-02-05,C0468,instagram_0468,instagram,1508.96,97605,0
2023-02-05,C0483,tiktok_0483,tiktok,411.90,45313,0
2023-02-05,C0491,google_search_0491,google_search,2551.31,84153,0
2023-02-05,C0494,instagram_0494,instagram,1507.62,164124,0
2023-02-05,C0500,instagram_0500,instagram,768.01,93012,0
2023-02-05,C0509,google_display_0509,google_display,2448.80,691536,0
2023-02-05,C0519,google_search_0519,google_search,578.80,22940,0
2023-02-05,C0544,google_search_0544,google_search,2512.04,100908,0
2023-02-05,C0552,google_search_0552,google_search,1330.69,50708,0
2023-02-05,C0588,google_display_0588,google_display,2123.35,1001456,0
2023-02-05,C0609,facebook_0609,facebook,1611.65,127844,0
2023-02-05,C0631,google_display_0631,google_display,1627.21,683300,0
2023-02-05,C0658,tiktok_0658,tiktok,1462.01,311119,0
2023-02-05,C0661,tiktok_0661,tiktok,1184.96,207890,0
2023-02-05,C0676,google_search_0676,google_search,2068.68,80776,0
2023-02-05,C0695,instagram_0695,instagram,1298.61,143382,0
2023-02-05,C0699,google_search_0699,google_search,511.10,18777,0
2023-02-05,C0744,google_search_0744,google_search,1607.63,87239,0
2023-02-06,C0018,instagram_0018,instagram,804.38,80041,1
2023-02-06,C0029,google_search_0029,google_search,2422.87,83248,3
2023-02-06,C0121,google_search_0121,google_search,1753.64,66995,0
2023-02-06,C0138,facebook_0138,facebook,1436.25,158312,1
2023-02-06,C0141,tiktok_0141,tiktok,1748.50,259389,1
2023-02-06,C0142,tiktok_0142,tiktok,1895.16,250489,0
2023-02-06,C0156,tiktok_0156,tiktok,1852.40,232525,0
2023-02-06,C0166,google_search_0166,google_search,1062.23,58899,0
2023-02-06,C0177,tiktok_0177,tiktok,1806.12,232344,0
2023-02-06,C0184,facebook_0184,facebook,1253.69,165123,0
2023-02-06,C0192,google_display_0192,google_display,1317.34,644530,2
2023-02-06,C0204,instagram_0204,instagram,1690.30,137878,0
2023-02-06,C0205,tiktok_0205,tiktok,1010.04,142097,0
2023-02-06,C0284,google_display_0284,google_display,1368.21,241013,0
2023-02-06,C0290,tiktok_0290,tiktok,1236.98,129627,0
2023-02-06,C0340,facebook_0340,facebook,1943.78,180936,0
2023-02-06,C0349,tiktok_0349,tiktok,1043.42,234802,0
2023-02-06,C0380,google_search_0380,google_search,1327.29,55536,0
2023-02-06,C0443,google_display_0443,google_display,1281.42,237138,0
2023-02-06,C0468,instagram_0468,instagram,983.08,119624,0
2023-02-06,C0483,tiktok_0483,tiktok,890.14,104572,0
2023-02-06,C0491,google_search_0491,google_search,1972.43,100257,0
2023-02-06,C0494,instagram_0494,instagram,1180.07,131903,0
2023-02-06,C0500,instagram_0500,instagram,1297.72,87882,0
2023-02-06,C0509,google_display_0509,google_display,2564.03,441884,0
2023-02-06,C0519,google_search_0519,google_search,613.49,25560,0
2023-02-06,C0544,google_search_0544,google_search,1743.61,65710,0
2023-02-06,C0552,google_search_0552,google_search,1787.96,73486,0
2023-02-06,C0588,google_display_0588,google_display,2365.11,963830,0
2023-02-06,C0609,facebook_0609,facebook,2693.80,198633,0
2023-02-06,C0631,google_display_0631,google_display,1649.89,546330,0
2023-02-06,C0658,tiktok_0658,tiktok,1394.47,164155,0
2023-02-06,C0661,tiktok_0661,tiktok,1167.81,251685,0
2023-02-06,C0676,google_search_0676,google_search,3470.85,183267,0
2023-02-06,C0695,instagram_0695,instagram,1653.88,204312,0
2023-02-06,C0699,google_search_0699,google_search,485.72,18325,0
2023-02-06,C0744,google_search_0744,google_search,1454.47,61252,0
2023-02-07,C0018,instagram_0018,instagram,748.91,73676,1
2023-02-07,C0029,google_search_0029,google_search,2071.34,76120,3
2023-02-07,C0121,google_search_0121,google_search,1249.17,65311,0
2023-02-07,C0138,facebook_0138,facebook,1022.83,75951,3
2023-02-07,C0141,tiktok_0141,tiktok,1298.09,167113,1
2023-02-07,C0142,tiktok_0142,tiktok,1365.00,275266,0
2023-02-07,C0156,tiktok_0156,tiktok,1756.31,275561,0
2023-02-07,C0166,google_search_0166,google_search,489.53,23456,0
2023-02-07,C0177,tiktok_0177,tiktok,1313.70,147442,0
2023-02-07,C0184,facebook_0184,facebook,1166.18,119216,0
2023-02-07,C0192,google_display_0192,google_display,1417.83,249743,0
2023-02-07,C0204,instagram_0204,instagram,1474.97,113407,0
2023-02-07,C0205,tiktok_0205,tiktok,854.38,103651,0
2023-02-07,C0284,google_display_0284,google_display,1906.10,872756,0
2023-02-07,C0290,tiktok_0290,tiktok,3201.79,721703,0
2023-02-07,C0340,facebook_0340,facebook,1355.88,127977,0
2023-02-07,C0349,tiktok_0349,tiktok,2107.25,217257,0
2023-02-07,C0380,google_search_0380,google_search,1393.83,53483,0
2023-02-07,C0443,google_display_0443,google_display,1439.51,506402,0
2023-02-07,C0468,instagram_0468,instagram,770.92,68567,0
2023-02-07,C0483,tiktok_0483,tiktok,809.85,88537,0
2023-02-07,C0491,google_search_0491,google_search,1057.04,50749,0
2023-02-07,C0494,instagram_0494,instagram,1270.21,86211,0
2023-02-07,C0500,instagram_0500,instagram,594.25,59325,0
2023-02-07,C0509,google_display_0509,google_display,2142.65,892001,0
2023-02-07,C0519,google_search_0519,google_search,833.10,30144,0
2023-02-07,C0544,google_search_0544,google_search,2603.92,94581,0
2023-02-07,C0552,google_search_0552,google_search,2256.85,82318,0
2023-02-07,C0588,google_display_0588,google_display,542.01,225280,0
2023-02-07,C0609,facebook_0609,facebook,1505.94,113103,0
2023-02-07,C0631,google_display_0631,google_display,2415.00,649659,0
2023-02-07,C0658,tiktok_0658,tiktok,909.66,103868,0
2023-02-07,C0661,tiktok_0661,tiktok,2053.06,247793,0
2023-02-07,C0676,google_search_0676,google_search,3263.94,103869,0
2023-02-07,C0695,instagram_0695,instagram,1312.67,100332,0
2023-02-07,C0699,google_search_0699,google_search,789.02,35401,0
2023-02-07,C0744,google_search_0744,google_search,1810.97,66731,0
2023-02-08,C0018,instagram_0018,instagram,915.16,71484,1
2023-02-08,C0029,google_search_0029,google_search,1113.13,37709,1
2023-02-08,C0121,google_search_0121,google_search,1446.05,77868,0
2023-02-08,C0138,facebook_0138,facebook,1035.66,105862,1
2023-02-08,C0141,tiktok_0141,tiktok,1356.31,175571,2
2023-02-08,C0142,tiktok_0142,tiktok,2135.21,294198,0
2023-02-08,C0156,tiktok_0156,tiktok,1166.30,286023,0
2023-02-08,C0166,google_search_0166,google_search,406.47,18056,0
2023-02-08,C0177,tiktok_0177,tiktok,1599.84,174412,0
2023-02-08,C0184,facebook_0184,facebook,739.89,74139,0
2023-02-08,C0192,google_display_0192,google_display,1434.07,258996,1
2023-02-08,C0204,instagram_0204,instagram,1037.35,78119,0
2023-02-08,C0205,tiktok_0205,tiktok,1134.48,177440,0
2023-02-08,C0284,google_display_0284,google_display,3183.08,791820,0
2023-02-08,C0290,tiktok_0290,tiktok,1442.03,227001,0
2023-02-08,C0340,facebook_0340,facebook,2068.56,293789,0
2023-02-08,C0349,tiktok_0349,tiktok,2747.65,295575,0
2023-02-08,C0443,google_display_0443,google_display,1464.15,312240,0
2023-02-08,C0468,instagram_0468,instagram,2065.76,134940,0
2023-02-08,C0483,tiktok_0483,tiktok,2859.74,351624,0
2023-02-08,C0491,google_search_0491,google_search,1797.37,59005,0
2023-02-08,C0494,instagram_0494,instagram,1032.04,71858,0
2023-02-08,C0500,instagram_0500,instagram,1224.13,89020,0
2023-02-08,C0509,google_display_0509,google_display,1991.34,605693,0
2023-02-08,C0519,google_search_0519,google_search,701.18,23819,0
2023-02-08,C0544,google_search_0544,google_search,2978.47,106853,0
2023-02-08,C0552,google_search_0552,google_search,1417.14,44772,0
2023-02-08,C0588,google_display_0588,google_display,1402.24,273013,0
2023-02-08,C0631,google_display_0631,google_display,2623.48,555393,0
2023-02-08,C0658,tiktok_0658,tiktok,1091.83,212317,0
2023-02-08,C0661,tiktok_0661,tiktok,1977.99,213925,0
2023-02-08,C0676,google_search_0676,google_search,2739.85,99095,0
2023-02-08,C0695,instagram_0695,instagram,3226.61,234579,0
2023-02-08,C0699,google_search_0699,google_search,769.25,25001,0
2023-02-08,C0744,google_search_0744,google_search,1738.73,56016,0
2023-02-09,C0018,instagram_0018,instagram,1063.40,72541,1
2023-02-09,C0029,google_search_0029,google_search,1148.33,59777,4
2023-02-09,C0121,google_search_0121,google_search,1983.59,79893,0
2023-02-09,C0138,facebook_0138,facebook,1570.14,126641,2
2023-02-09,C0141,tiktok_0141,tiktok,1704.12,188498,0
2023-02-09,C0142,tiktok_0142,tiktok,1435.79,288372,0
2023-02-09,C0156,tiktok_0156,tiktok,1816.32,322447,0
2023-02-09,C0166,google_search_0166,google_search,1012.39,34248,0
2023-02-09,C0177,tiktok_0177,tiktok,2431.69,288259,0
2023-02-09,C0184,facebook_0184,facebook,794.23,58708,0
2023-02-09,C0192,google_display_0192,google_display,1424.18,427721,0
2023-02-09,C0204,instagram_0204,instagram,502.34,58956,0
2023-02-09,C0205,tiktok_0205,tiktok,1229.47,177747,0
2023-02-09,C0284,google_display_0284,google_display,2300.37,750824,0
2023-02-09,C0290,tiktok_0290,tiktok,3104.34,450195,0
2023-02-09,C0340,facebook_0340,facebook,1481.40,111942,0
2023-02-09,C0349,tiktok_0349,tiktok,2426.40,314687,0
2023-02-09,C0443,google_display_0443,google_display,1018.41,295459,0
2023-02-09,C0468,instagram_0468,instagram,453.04,39480,0
2023-02-09,C0483,tiktok_0483,tiktok,982.83,109239,0
2023-02-09,C0487,instagram_0487,instagram,1209.92,83064,0
2023-02-09,C0491,google_search_0491,google_search,878.25,30530,0
2023-02-09,C0494,instagram_0494,instagram,1031.21,91491,0
2023-02-09,C0500,instagram_0500,instagram,1208.48,104394,0
2023-02-09,C0509,google_display_0509,google_display,1385.61,292742,0
2023-02-09,C0519,google_search_0519,google_search,698.18,35691,0
2023-02-09,C0544,google_search_0544,google_search,1825.46,57887,0
2023-02-09,C0552,google_search_0552,google_search,2293.76,86823,0
2023-02-09,C0588,google_display_0588,google_display,1115.15,285083,0
2023-02-09,C0631,google_display_0631,google_display,2791.77,924596,0
2023-02-09,C0658,tiktok_0658,tiktok,778.79,167507,0
2023-02-09,C0661,tiktok_0661,tiktok,1662.82,211913,0
2023-02-09,C0676,google_search_0676,google_search,1840.43,76547,0
2023-02-09,C0695,instagram_0695,instagram,2683.00,185482,0
2023-02-09,C0699,google_search_0699,google_search,679.33,21692,0
2023-02-09,C0744,google_search_0744,google_search,1255.76,49189,0
2023-02-10,C0018,instagram_0018,instagram,753.79,53317,0
2023-02-10,C0029,google_search_0029,google_search,1931.20,90833,3
2023-02-10,C0064,google_search_0064,google_search,2530.23,91900,0
2023-02-10,C0121,google_search_0121,google_search,1857.82,78119,0
2023-02-10,C0138,facebook_0138,facebook,1333.07,140894,4
2023-02-10,C0141,tiktok_0141,tiktok,1512.98,163027,0
2023-02-10,C0142,tiktok_0142,tiktok,1619.31,372725,0
2023-02-10,C0156,tiktok_0156,tiktok,1187.38,293578,0
2023-02-10,C0166,google_search_0166,google_search,1042.06,45289,0
2023-02-10,C0177,tiktok_0177,tiktok,731.13,124682,0
2023-02-10,C0184,facebook_0184,facebook,525.04,79143,0
2023-02-10,C0192,google_display_0192,google_display,1344.90,229617,0
2023-02-10,C0204,instagram_0204,instagram,1944.30,146884,0
2023-02-10,C0205,tiktok_0205,tiktok,1271.55,275605,0
2023-02-10,C0284,google_display_0284,google_display,2149.71,838695,0
2023-02-10,C0290,tiktok_0290,tiktok,3028.56,418441,0
2023-02-10,C0340,facebook_0340,facebook,1433.34,215692,2
2023-02-10,C0349,tiktok_0349,tiktok,1958.59,407887,0
2023-02-10,C0443,google_display_0443,google_display,960.22,183057,0
2023-02-10,C0445,google_display_0445,google_display,2367.72,402891,0
2023-02-10,C0468,instagram_0468,instagram,1851.85,152179,0
2023-02-10,C0483,tiktok_0483,tiktok,839.46,202659,0
2023-02-10,C0487,instagram_0487,instagram,1178.51,124802,0
2023-02-10,C0491,google_search_0491,google_search,1867.78,91448,0
2023-02-10,C0494,instagram_0494,instagram,1148.99,83738,0
2023-02-10,C0500,instagram_0500,instagram,605.64,49995,0
2023-02-10,C0509,google_display_0509,google_display,2693.40,541351,0
2023-02-10,C0519,google_search_0519,google_search,728.96,34087,0
2023-02-10,C0544,google_search_0544,google_search,1804.28,57156,0
2023-02-10,C0552,google_search_0552,google_search,1288.50,56637,0
2023-02-10,C0588,google_display_0588,google_display,2511.66,890877,0
2023-02-10,C0631,google_display_0631,google_display,2131.78,438458,0
2023-02-10,C0658,tiktok_0658,tiktok,1252.30,129647,0
2023-02-10,C0661,tiktok_0661,tiktok,2027.80,254865,0
2023-02-10,C0676,google_search_0676,google_search,2097.40,70271,0
2023-02-10,C0695,instagram_0695,instagram,1547.02,120977,0
2023-02-10,C0699,google_search_0699,google_search,698.10,22346,0
2023-02-10,C0744,google_search_0744,google_search,1606.36,81655,0
2023-02-11,C0018,instagram_0018,instagram,1380.86,92608,0
2023-02-11,C0029,google_search_0029,google_search,713.75,34795,2
2023-02-11,C0064,google_search_0064,google_search,1550.17,82579,0
2023-02-11,C0121,google_search_0121,google_search,1587.14,76332,0
2023-02-11,C0138,facebook_0138,facebook,1315.04,168186,2
2023-02-11,C0141,tiktok_0141,tiktok,1379.73,218214,0
2023-02-11,C0142,tiktok_0142,tiktok,1960.22,407263,0
2023-02-11,C0156,tiktok_0156,tiktok,2022.17,310723,0
2023-02-11,C0166,google_search_0166,google_search,613.59,20507,0
2023-02-11,C0177,tiktok_0177,tiktok,2417.44,506520,0
2023-02-11,C0184,facebook_0184,facebook,1465.23,128624,0
2023-02-11,C0192,google_display_0192,google_display,1473.98,696554,0
2023-02-11,C0204,instagram_0204,instagram,1220.52,138186,0
2023-02-11,C0205,tiktok_0205,tiktok,925.53,220772,0
2023-02-11,C0284,google_display_0284,google_display,2579.17,1094022,0
2023-02-11,C0340,facebook_0340,facebook,1329.99,97124,0
2023-02-11,C0349,tiktok_0349,tiktok,1531.67,240982,0
2023-02-11,C0443,google_display_0443,google_display,779.85,209295,0
