listing_id,host_user_id,status,city,state,monthly_price,listed_date,snapshot_date
L01235,U05240,active,Raleigh,NC,233.88,2023-09-05,2026-05-25
L01236,U01360,active,Philadelphia,PA,429.38,2025-03-04,2025-03-04
L01236,U01360,active,Philadelphia,PA,429.38,2025-03-04,2026-05-25
L01237,U08138,active,Portland,OR,88.86,2024-08-11,2024-08-11
L01237,U08138,active,Portland,OR,88.86,2024-08-11,2026-05-25
L01238,U02127,active,Tucson,AZ,134.26,2022-11-11,2022-11-11
L01238,U02127,active,Tucson,AZ,134.26,2022-11-11,2026-05-25
L01239,U10674,active,Denver,CO,410.53,2026-02-21,2026-02-21
L01239,U10674,active,Denver,CO,410.53,2026-02-21,2026-05-25
L01240,U09775,active,Minneapolis,MN,434.35,2022-02-27,2022-02-27
L01240,U09775,inactive,Minneapolis,MN,434.35,2022-02-27,2025-01-25
L01240,U09775,inactive,Minneapolis,MN,434.35,2022-02-27,2026-05-25
L01241,U03435,active,Detroit,MI,105.39,2026-03-04,2026-03-04
L01241,U03435,active,Detroit,MI,105.39,2026-03-04,2026-05-25
L01242,U08874,active,New York,NY,194.70,2023-01-16,2023-01-16
L01242,U08874,active,New York,NY,194.70,2023-01-16,2026-05-25
L01243,U04107,active,Atlanta,GA,78.95,2023-02-24,2023-02-24
L01243,U04107,active,Atlanta,GA,78.95,2023-02-24,2026-05-25
L01244,U14629,active,Minneapolis,MN,53.68,2023-05-10,2023-05-10
L01244,U14629,active,Minneapolis,MN,53.68,2023-05-10,2026-05-25
L01245,U03603,active,San Diego,CA,221.43,2026-02-08,2026-02-08
L01245,U03603,active,San Diego,CA,221.43,2026-02-08,2026-05-25
L01246,U00791,active,Chicago,IL,235.31,2026-05-25,2026-05-25
L01247,U12973,active,Tacoma,WA,99.08,2025-09-07,2025-09-07
L01247,U12973,active,Tacoma,WA,99.08,2025-09-07,2026-05-25
L01248,U04605,active,Chicago,IL,282.37,2023-12-03,2023-12-03
L01248,U04605,active,Chicago,IL,282.37,2023-12-03,2026-05-25
L01249,U07548,active,Worcester,MA,278.47,2022-01-07,2022-01-07
L01249,U07548,active,Worcester,MA,278.47,2022-01-07,2026-05-25
L01250,U12692,active,Dallas,TX,364.57,2024-06-25,2024-06-25
L01250,U12692,active,Dallas,TX,364.57,2024-06-25,2026-05-25
L01251,U12897,active,Cincinnati,OH,102.97,2024-08-24,2024-08-24
L01251,U12897,active,Cincinnati,OH,102.97,2024-08-24,2026-05-25
L01252,U07841,active,Nashville,TN,367.66,2022-01-20,2022-01-20
L01252,U07841,active,Nashville,TN,367.66,2022-01-20,2026-05-25
L01253,U00035,active,Denver,CO,439.54,2023-11-26,2023-11-26
L01253,U00035,active,Denver,CO,439.54,2023-11-26,2026-05-25
L01254,U07246,active,New York,NY,106.91,2023-10-18,2023-10-18
L01254,U07246,active,New York,NY,106.91,2023-10-18,2026-05-25
L01255,U03093,active,Las Vegas,NV,288.43,2025-04-07,2025-04-07
L01255,U03093,active,Las Vegas,NV,288.43,2025-04-07,2026-05-25
L01256,U02201,active,Spokane,WA,356.16,2024-06-05,2024-06-05
L01256,U02201,active,Spokane,WA,356.16,2024-06-05,2026-05-25
L01257,U07019,active,Chicago,IL,345.12,2021-10-05,2021-10-05
L01257,U07019,active,Chicago,IL,345.12,2021-10-05,2026-05-25
L01258,U08444,active,Las Vegas,NV,182.13,2025-08-28,2025-08-28
L01258,U08444,active,Las Vegas,NV,182.13,2025-08-28,2026-05-25
L01259,U10716,active,San Francisco,CA,312.90,2024-09-11,2024-09-11
L01259,U10716,active,San Francisco,CA,312.90,2024-09-11,2026-05-25
L01260,U03072,active,Columbus,OH,126.75,2023-04-30,2023-04-30
L01260,U03072,active,Columbus,OH,126.75,2023-04-30,2026-05-25
L01261,U02986,active,Spokane,WA,395.54,2024-10-23,2024-10-23
L01261,U02986,active,Spokane,WA,395.54,2024-10-23,2026-05-25
L01262,U12867,active,Worcester,MA,449.30,2023-05-28,2023-05-28
L01262,U12867,active,Worcester,MA,449.30,2023-05-28,2026-05-25
L01263,U04959,active,Worcester,MA,303.56,2023-07-10,2023-07-10
L01263,U04959,active,Worcester,MA,303.56,2023-07-10,2026-05-25
L01264,U05177,active,Springfield,IL,174.78,2023-11-13,2023-11-13
L01264,U05177,active,Springfield,IL,174.78,2023-11-13,2026-05-25
L01265,U03288,active,Worcester,MA,116.37,2025-05-11,2025-05-11
L01265,U03288,active,Worcester,MA,116.37,2025-05-11,2026-05-25
L01266,U02126,active,Tampa,FL,358.14,2024-08-10,2024-08-10
L01266,U02126,active,Tampa,FL,358.14,2024-08-10,2026-05-25
L01267,U07224,active,Charlotte,NC,374.66,2023-03-13,2023-03-13
L01267,U07224,active,Charlotte,NC,374.66,2023-03-13,2026-05-25
L01268,U00847,active,Columbus,OH,82.48,2024-11-13,2024-11-13
L01268,U00847,active,Columbus,OH,82.48,2024-11-13,2026-05-25
L01269,U14654,active,Atlanta,GA,237.75,2025-05-17,2025-05-17
L01269,U14654,active,Atlanta,GA,237.75,2025-05-17,2026-05-25
L01270,U13908,active,Atlanta,GA,317.09,2022-09-12,2022-09-12
L01270,U13908,active,Atlanta,GA,317.09,2022-09-12,2026-05-25
L01271,U00752,active,Boston,MA,240.29,2024-11-20,2024-11-20
L01271,U00752,active,Boston,MA,240.29,2024-11-20,2026-05-25
L01272,U02458,active,Seattle,WA,273.58,2024-01-09,2024-01-09
L01272,U02458,active,Seattle,WA,273.58,2024-01-09,2026-05-25
L01273,U00485,active,Seattle,WA,420.13,2022-09-17,2022-09-17
L01273,U00485,active,Seattle,WA,420.13,2022-09-17,2026-05-25
L01274,U08412,active,Memphis,TN,312.26,2024-10-06,2024-10-06
L01274,U08412,active,Memphis,TN,312.26,2024-10-06,2026-05-25
L01275,U12189,active,Norfolk,VA,99.72,2022-09-30,2022-09-30
L01275,U12189,active,Norfolk,VA,99.72,2022-09-30,2026-05-25
L01276,U06445,active,Dallas,TX,378.83,2021-09-28,2021-09-28
L01276,U06445,inactive,Dallas,TX,378.83,2021-09-28,2025-12-05
L01276,U06445,inactive,Dallas,TX,378.83,2021-09-28,2026-05-25
L01277,U00057,active,Richmond,VA,203.88,2021-10-23,2021-10-23
L01277,U00057,active,Richmond,VA,203.88,2021-10-23,2026-05-25
L01278,U02974,active,Worcester,MA,335.92,2025-06-15,2025-06-15
L01278,U02974,active,Worcester,MA,335.92,2025-06-15,2026-05-25
L01279,U07898,active,Tampa,FL,88.55,2022-07-31,2022-07-31
L01279,U07898,active,Tampa,FL,88.55,2022-07-31,2026-05-25
L01280,U08650,active,Pittsburgh,PA,146.08,2023-02-07,2023-02-07
L01280,U08650,active,Pittsburgh,PA,146.08,2023-02-07,2026-05-25
L01281,U10344,active,Arlington,VA,195.49,2022-01-25,2022-01-25
L01281,U10344,active,Arlington,VA,195.49,2022-01-25,2026-05-25
L01282,U13856,active,Spokane,WA,251.28,2022-10-04,2022-10-04
L01282,U13856,active,Spokane,WA,251.28,2022-10-04,2026-05-25
L01283,U05839,active,Columbus,OH,167.47,2023-09-30,2023-09-30
L01283,U05839,active,Columbus,OH,167.47,2023-09-30,2026-05-25
L01284,U01286,active,San Francisco,CA,74.62,2024-10-27,2024-10-27
L01284,U01286,active,San Francisco,CA,74.62,2024-10-27,2026-05-25
L01285,U01043,active,Colorado Springs,CO,201.79,2026-04-25,2026-04-25
L01285,U01043,active,Colorado Springs,CO,201.79,2026-04-25,2026-05-25
L01286,U04423,active,Rochester,NY,412.58,2023-08-02,2023-08-02
L01286,U04423,active,Rochester,NY,412.58,2023-08-02,2026-05-25
L01287,U10989,active,Spokane,WA,257.73,2023-01-08,2023-01-08
L01287,U10989,active,Spokane,WA,257.73,2023-01-08,2026-05-25
L01288,U07372,active,Mesa,AZ,103.42,2021-08-25,2021-08-25
L01288,U07372,active,Mesa,AZ,103.42,2021-08-25,2026-05-25
L01289,U03717,active,Reno,NV,310.74,2024-05-16,2024-05-16
L01289,U03717,active,Reno,NV,310.74,2024-05-16,2026-05-25
L01290,U09625,active,Rochester,NY,202.39,2022-03-01,2022-03-01
L01290,U09625,active,Rochester,NY,202.39,2022-03-01,2026-05-25
L01291,U09504,active,Orlando,FL,87.64,2022-10-26,2022-10-26
L01291,U09504,active,Orlando,FL,87.64,2022-10-26,2026-05-25
L01292,U08274,active,Reno,NV,373.48,2024-11-10,2024-11-10
L01292,U08274,active,Reno,NV,373.48,2024-11-10,2026-05-25
L01293,U03861,active,Buffalo,NY,87.23,2021-07-21,2021-07-21
L01293,U03861,active,Buffalo,NY,87.23,2021-07-21,2026-05-25
L01294,U03099,active,Pittsburgh,PA,66.28,2023-07-10,2023-07-10
L01294,U03099,active,Pittsburgh,PA,66.28,2023-07-10,2026-05-25
L01295,U13266,active,Atlanta,GA,213.71,2023-04-08,2023-04-08
L01295,U13266,inactive,Atlanta,GA,213.71,2023-04-08,2024-12-07
L01295,U13266,inactive,Atlanta,GA,213.71,2023-04-08,2026-05-25
L01296,U01524,active,Chicago,IL,264.00,2024-10-18,2024-10-18
L01296,U01524,active,Chicago,IL,264.00,2024-10-18,2026-05-25
L01297,U06483,active,Denver,CO,178.59,2025-02-26,2025-02-26
L01297,U06483,active,Denver,CO,178.59,2025-02-26,2026-05-25
L01298,U11995,active,Saint Paul,MN,232.72,2023-06-12,2023-06-12
L01298,U11995,active,Saint Paul,MN,232.72,2023-06-12,2026-05-25
L01299,U00991,active,New York,NY,152.27,2026-03-14,2026-03-14
L01299,U00991,active,New York,NY,152.27,2026-03-14,2026-05-25
L01300,U02627,active,San Antonio,TX,222.90,2025-09-10,2025-09-10
L01300,U02627,active,San Antonio,TX,222.90,2025-09-10,2026-05-25
L01301,U07360,active,Minneapolis,MN,194.31,2026-05-05,2026-05-05
L01301,U07360,active,Minneapolis,MN,194.31,2026-05-05,2026-05-25
L01302,U07485,active,Springfield,IL,263.29,2025-11-20,2025-11-20
L01302,U07485,active,Springfield,IL,263.29,2025-11-20,2026-05-25
L01303,U02864,active,Boston,MA,79.72,2025-07-02,2025-07-02
L01303,U02864,active,Boston,MA,79.72,2025-07-02,2026-05-25
L01304,U12450,active,Columbus,OH,404.81,2022-01-12,2022-01-12
L01304,U12450,active,Columbus,OH,404.81,2022-01-12,2026-05-25
L01305,U03715,active,Detroit,MI,289.18,2022-10-17,2022-10-17
L01305,U03715,active,Detroit,MI,289.18,2022-10-17,2026-05-25
L01306,U01521,active,Orlando,FL,296.25,2023-04-30,2023-04-30
L01306,U01521,active,Orlando,FL,296.25,2023-04-30,2026-05-25
L01307,U00126,active,San Diego,CA,266.91,2023-09-25,2023-09-25
L01307,U00126,active,San Diego,CA,266.91,2023-09-25,2026-05-25
L01308,U12784,active,Eugene,OR,442.86,2022-10-05,2022-10-05
L01308,U12784,active,Eugene,OR,442.86,2022-10-05,2026-05-25
L01309,U08839,active,San Francisco,CA,224.88,2022-03-04,2022-03-04
L01309,U08839,active,San Francisco,CA,224.88,2022-03-04,2026-05-25
L01310,U12920,active,Springfield,IL,302.78,2024-09-29,2024-09-29
L01310,U12920,active,Springfield,IL,302.78,2024-09-29,2026-05-25
L01311,U08178,active,Tacoma,WA,284.76,2025-11-06,2025-11-06
L01311,U08178,inactive,Tacoma,WA,284.76,2025-11-06,2025-12-29
L01311,U08178,inactive,Tacoma,WA,284.76,2025-11-06,2026-05-25
L01312,U13204,active,Colorado Springs,CO,240.34,2023-09-26,2023-09-26
L01312,U13204,active,Colorado Springs,CO,240.34,2023-09-26,2026-05-25
L01313,U07258,active,San Francisco,CA,392.68,2022-03-10,2022-03-10
L01313,U07258,active,San Francisco,CA,392.68,2022-03-10,2026-05-25
L01314,U09836,active,Savannah,GA,192.21,2025-04-13,2025-04-13
L01314,U09836,active,Savannah,GA,192.21,2025-04-13,2026-05-25
L01315,U04310,active,Norfolk,VA,354.56,2024-11-10,2024-11-10
L01315,U04310,active,Norfolk,VA,354.56,2024-11-10,2026-05-25
L01316,U06812,active,San Antonio,TX,204.74,2026-02-12,2026-02-12
L01316,U06812,active,San Antonio,TX,204.74,2026-02-12,2026-05-25
L01317,U06915,active,Rochester,NY,127.30,2023-05-11,2023-05-11
L01317,U06915,active,Rochester,NY,127.30,2023-05-11,2026-05-25
L01318,U03717,active,Charlotte,NC,79.52,2024-06-02,2024-06-02
L01318,U03717,active,Charlotte,NC,79.52,2024-06-02,2026-05-25
L01319,U12298,active,Atlanta,GA,434.46,2024-10-31,2024-10-31
L01319,U12298,active,Atlanta,GA,434.46,2024-10-31,2026-05-25
L01320,U06517,active,Knoxville,TN,436.21,2022-12-26,2022-12-26
L01320,U06517,active,Knoxville,TN,436.21,2022-12-26,2026-05-25
L01321,U14611,active,Portland,OR,183.12,2021-06-15,2021-06-15
L01321,U14611,active,Portland,OR,183.12,2021-06-15,2026-05-25
L01322,U10208,active,Buffalo,NY,390.86,2025-09-06,2025-09-06
L01322,U10208,active,Buffalo,NY,390.86,2025-09-06,2026-05-25
L01323,U00262,active,Savannah,GA,77.40,2021-09-19,2021-09-19
L01323,U00262,active,Savannah,GA,77.40,2021-09-19,2026-05-25
L01324,U01628,active,Minneapolis,MN,284.73,2023-09-20,2023-09-20
L01324,U01628,active,Minneapolis,MN,284.73,2023-09-20,2026-05-25
L01325,U14966,active,San Antonio,TX,216.49,2023-10-16,2023-10-16
L01325,U14966,active,San Antonio,TX,216.49,2023-10-16,2026-05-25
L01326,U04160,active,Minneapolis,MN,165.91,2022-11-21,2022-11-21
L01326,U04160,inactive,Minneapolis,MN,165.91,2022-11-21,2023-12-12
L01326,U04160,inactive,Minneapolis,MN,165.91,2022-11-21,2026-05-25
L01327,U05843,active,Phoenix,AZ,443.96,2023-11-13,2023-11-13
L01327,U05843,active,Phoenix,AZ,443.96,2023-11-13,2026-05-25
L01328,U14376,active,Spokane,WA,159.92,2025-12-05,2025-12-05
L01328,U14376,active,Spokane,WA,159.92,2025-12-05,2026-05-25
L01329,U13924,active,Tacoma,WA,67.73,2022-05-27,2022-05-27
L01329,U13924,active,Tacoma,WA,67.73,2022-05-27,2026-05-25
L01330,U05494,active,Salt Lake City,UT,180.55,2026-05-23,2026-05-23
L01330,U05494,active,Salt Lake City,UT,180.55,2026-05-23,2026-05-25
L01331,U00237,active,Seattle,WA,386.29,2025-01-01,2025-01-01
L01331,U00237,active,Seattle,WA,386.29,2025-01-01,2026-05-25
L01332,U11382,active,Worcester,MA,187.73,2024-05-10,2024-05-10
L01332,U11382,active,Worcester,MA,187.73,2024-05-10,2026-05-25
L01333,U12340,active,Boston,MA,224.96,2025-05-10,2025-05-10
L01333,U12340,active,Boston,MA,224.96,2025-05-10,2026-05-25
L01334,U13603,active,Miami,FL,372.99,2025-08-21,2025-08-21
L01334,U13603,active,Miami,FL,372.99,2025-08-21,2026-05-25
L01335,U00625,active,Grand Rapids,MI,404.16,2022-10-31,2022-10-31
L01335,U00625,active,Grand Rapids,MI,404.16,2022-10-31,2026-05-25
L01336,U08435,active,Salt Lake City,UT,257.79,2023-10-15,2023-10-15
L01336,U08435,active,Salt Lake City,UT,257.79,2023-10-15,2026-05-25
L01337,U12542,active,Atlanta,GA,84.74,2022-08-14,2022-08-14
L01337,U12542,active,Atlanta,GA,84.74,2022-08-14,2026-05-25
L01338,U13784,active,Richmond,VA,437.14,2026-05-14,2026-05-14
L01338,U13784,active,Richmond,VA,437.14,2026-05-14,2026-05-25
L01339,U12504,active,Minneapolis,MN,360.58,2023-05-29,2023-05-29
L01339,U12504,active,Minneapolis,MN,360.58,2023-05-29,2026-05-25
L01340,U01377,active,Reno,NV,360.54,2023-10-05,2023-10-05
L01340,U01377,active,Reno,NV,360.54,2023-10-05,2026-05-25
L01341,U14705,active,Cincinnati,OH,134.10,2023-05-10,2023-05-10
L01341,U14705,active,Cincinnati,OH,134.10,2023-05-10,2026-05-25
L01342,U05590,active,Grand Rapids,MI,239.37,2025-04-30,2025-04-30
L01342,U05590,active,Grand Rapids,MI,239.37,2025-04-30,2026-05-25
L01343,U07093,active,Colorado Springs,CO,309.98,2023-12-18,2023-12-18
L01343,U07093,active,Colorado Springs,CO,309.98,2023-12-18,2026-05-25
L01344,U11720,active,Philadelphia,PA,250.45,2023-01-11,2023-01-11
L01344,U11720,active,Philadelphia,PA,250.45,2023-01-11,2026-05-25
L01345,U10750,active,Denver,CO,319.35,2025-03-07,2025-03-07
L01345,U10750,inactive,Denver,CO,319.35,2025-03-07,2025-06-20
L01345,U10750,inactive,Denver,CO,319.35,2025-03-07,2026-05-25
L01346,U04519,active,Richmond,VA,79.51,2025-09-13,2025-09-13
L01346,U04519,active,Richmond,VA,79.51,2025-09-13,2026-05-25
L01347,U12379,active,Memphis,TN,54.30,2024-09-20,2024-09-20
L01347,U12379,active,Memphis,TN,54.30,2024-09-20,2026-05-25
L01348,U09603,active,Ann Arbor,MI,266.96,2025-04-06,2025-04-06
L01348,U09603,active,Ann Arbor,MI,266.96,2025-04-06,2026-05-25
L01349,U06390,active,Eugene,OR,427.79,2021-08-11,2021-08-11
L01349,U06390,active,Eugene,OR,427.79,2021-08-11,2026-05-25
L01350,U12724,active,Sacramento,CA,422.87,2021-11-09,2021-11-09
L01350,U12724,active,Sacramento,CA,422.87,2021-11-09,2026-05-25
L01351,U06024,active,Orlando,FL,408.93,2025-05-27,2025-05-27
L01351,U06024,active,Orlando,FL,408.93,2025-05-27,2026-05-25
L01352,U06592,active,Norfolk,VA,224.49,2026-05-25,2026-05-25
L01353,U06265,active,Savannah,GA,166.60,2023-10-21,2023-10-21
L01353,U06265,active,Savannah,GA,166.60,2023-10-21,2026-05-25
L01354,U10825,active,Durham,NC,141.72,2025-08-20,2025-08-20
L01354,U10825,active,Durham,NC,141.72,2025-08-20,2026-05-25
L01355,U05621,active,Worcester,MA,189.16,2026-03-08,2026-03-08
L01355,U05621,active,Worcester,MA,189.16,2026-03-08,2026-05-25
L01356,U10650,active,Atlanta,GA,414.65,2025-05-14,2025-05-14
L01356,U10650,active,Atlanta,GA,414.65,2025-05-14,2026-05-25
L01357,U01321,active,Las Vegas,NV,103.52,2025-06-04,2025-06-04
L01357,U01321,active,Las Vegas,NV,103.52,2025-06-04,2026-05-25
L01358,U13180,active,Memphis,TN,93.01,2024-03-28,2024-03-28
L01358,U13180,active,Memphis,TN,93.01,2024-03-28,2026-05-25
L01359,U02381,active,Richmond,VA,219.34,2025-10-05,2025-10-05
L01359,U02381,active,Richmond,VA,219.34,2025-10-05,2026-05-25
L01360,U13908,active,Durham,NC,336.51,2022-09-13,2022-09-13
L01360,U13908,active,Durham,NC,336.51,2022-09-13,2026-05-25
L01361,U03108,active,Boston,MA,426.96,2022-11-23,2022-11-23
L01361,U03108,active,Boston,MA,426.96,2022-11-23,2026-05-25
L01362,U09925,active,Spokane,WA,237.72,2024-10-22,2024-10-22
L01362,U09925,active,Spokane,WA,237.72,2024-10-22,2026-05-25
L01363,U01118,active,Denver,CO,97.85,2025-05-15,2025-05-15
L01363,U01118,active,Denver,CO,97.85,2025-05-15,2026-05-25
L01364,U02798,active,Cincinnati,OH,412.24,2022-04-21,2022-04-21
L01364,U02798,active,Cincinnati,OH,412.24,2022-04-21,2026-05-25
L01365,U07712,active,Knoxville,TN,211.93,2026-04-16,2026-04-16
L01365,U07712,inactive,Knoxville,TN,211.93,2026-04-16,2026-05-23
L01365,U07712,inactive,Knoxville,TN,211.93,2026-04-16,2026-05-25
L01366,U14964,active,San Diego,CA,133.76,2025-04-19,2025-04-19
L01366,U14964,active,San Diego,CA,133.76,2025-04-19,2026-05-25
L01367,U13833,active,Las Vegas,NV,449.78,2024-03-29,2024-03-29
L01367,U13833,active,Las Vegas,NV,449.78,2024-03-29,2026-05-25
L01368,U07379,active,Mesa,AZ,218.95,2024-07-08,2024-07-08
L01368,U07379,active,Mesa,AZ,218.95,2024-07-08,2026-05-25
L01369,U13021,active,Las Vegas,NV,186.87,2023-04-10,2023-04-10
L01369,U13021,active,Las Vegas,NV,186.87,2023-04-10,2026-05-25
L01370,U09855,active,Norfolk,VA,73.65,2024-04-02,2024-04-02
L01370,U09855,active,Norfolk,VA,73.65,2024-04-02,2026-05-25
L01371,U01206,active,Savannah,GA,342.55,2023-12-05,2023-12-05
L01371,U01206,active,Savannah,GA,342.55,2023-12-05,2026-05-25
L01372,U01710,active,Springfield,IL,96.49,2024-04-16,2024-04-16
L01372,U01710,active,Springfield,IL,96.49,2024-04-16,2026-05-25
L01373,U09892,active,Salt Lake City,UT,55.14,2025-01-17,2025-01-17
L01373,U09892,active,Salt Lake City,UT,55.14,2025-01-17,2026-05-25
L01374,U06665,active,Eugene,OR,135.23,2024-06-24,2024-06-24
L01374,U06665,active,Eugene,OR,135.23,2024-06-24,2026-05-25
L01375,U02379,active,Pittsburgh,PA,321.98,2026-03-19,2026-03-19
L01375,U02379,active,Pittsburgh,PA,321.98,2026-03-19,2026-05-25
L01376,U01998,active,Mesa,AZ,317.34,2023-08-26,2023-08-26
L01376,U01998,active,Mesa,AZ,317.34,2023-08-26,2026-05-25
L01377,U12605,active,Los Angeles,CA,322.83,2021-08-16,2021-08-16
L01377,U12605,active,Los Angeles,CA,322.83,2021-08-16,2026-05-25
L01378,U07019,active,Chicago,IL,211.96,2021-09-16,2021-09-16
L01378,U07019,active,Chicago,IL,211.96,2021-09-16,2026-05-25
L01379,U03546,active,Nashville,TN,303.60,2024-06-24,2024-06-24
L01379,U03546,active,Nashville,TN,303.60,2024-06-24,2026-05-25
L01380,U09038,active,Rochester,NY,98.93,2021-08-10,2021-08-10
L01380,U09038,active,Rochester,NY,98.93,2021-08-10,2026-05-25
L01381,U02026,active,Eugene,OR,397.05,2025-10-09,2025-10-09
L01381,U02026,active,Eugene,OR,397.05,2025-10-09,2026-05-25
L01382,U06481,active,Cincinnati,OH,396.48,2025-11-16,2025-11-16
L01382,U06481,active,Cincinnati,OH,396.48,2025-11-16,2026-05-25
L01383,U00421,active,Worcester,MA,255.61,2023-04-01,2023-04-01
L01383,U00421,active,Worcester,MA,255.61,2023-04-01,2026-05-25
L01384,U09921,active,New York,NY,314.97,2025-10-02,2025-10-02
L01384,U09921,active,New York,NY,314.97,2025-10-02,2026-05-25
L01385,U03549,active,Tampa,FL,221.76,2025-08-09,2025-08-09
L01385,U03549,active,Tampa,FL,221.76,2025-08-09,2026-05-25
L01386,U00557,active,San Diego,CA,351.68,2022-01-28,2022-01-28
L01386,U00557,active,San Diego,CA,351.68,2022-01-28,2026-05-25
L01387,U05288,active,Provo,UT,369.02,2025-12-10,2025-12-10
L01387,U05288,active,Provo,UT,369.02,2025-12-10,2026-05-25
L01388,U06665,active,Portland,OR,384.71,2024-07-13,2024-07-13
L01388,U06665,active,Portland,OR,384.71,2024-07-13,2026-05-25
L01389,U12170,active,Orlando,FL,374.16,2023-02-09,2023-02-09
L01389,U12170,active,Orlando,FL,374.16,2023-02-09,2026-05-25
L01390,U13873,active,Seattle,WA,191.32,2022-03-30,2022-03-30
L01390,U13873,active,Seattle,WA,191.32,2022-03-30,2026-05-25
L01391,U11716,active,New York,NY,74.37,2024-09-16,2024-09-16
L01391,U11716,active,New York,NY,74.37,2024-09-16,2026-05-25
L01392,U03866,active,Durham,NC,242.36,2023-02-14,2023-02-14
L01392,U03866,active,Durham,NC,242.36,2023-02-14,2026-05-25
L01393,U12443,active,Rochester,NY,330.20,2025-07-10,2025-07-10
L01393,U12443,active,Rochester,NY,330.20,2025-07-10,2026-05-25
L01394,U14391,active,Tacoma,WA,178.62,2022-04-30,2022-04-30
L01394,U14391,active,Tacoma,WA,178.62,2022-04-30,2026-05-25
L01395,U13775,active,Salt Lake City,UT,180.28,2024-01-30,2024-01-30
L01395,U13775,active,Salt Lake City,UT,180.28,2024-01-30,2026-05-25
L01396,U07712,active,Tacoma,WA,367.56,2026-04-06,2026-04-06
L01396,U07712,active,Tacoma,WA,367.56,2026-04-06,2026-05-25
L01397,U12647,active,Cleveland,OH,296.40,2021-08-07,2021-08-07
L01397,U12647,active,Cleveland,OH,296.40,2021-08-07,2026-05-25
L01398,U11870,active,Ann Arbor,MI,60.40,2021-12-27,2021-12-27
L01398,U11870,active,Ann Arbor,MI,60.40,2021-12-27,2026-05-25
L01399,U01121,active,Cincinnati,OH,236.28,2022-03-18,2022-03-18
L01399,U01121,active,Cincinnati,OH,236.28,2022-03-18,2026-05-25
L01400,U14078,active,Mesa,AZ,242.90,2026-05-19,2026-05-19
L01400,U14078,active,Mesa,AZ,242.90,2026-05-19,2026-05-25
L01401,U05094,active,Worcester,MA,436.22,2026-04-17,2026-04-17
L01401,U05094,active,Worcester,MA,436.22,2026-04-17,2026-05-25
L01402,U11049,active,Springfield,IL,245.46,2023-12-24,2023-12-24
L01402,U11049,active,Springfield,IL,245.46,2023-12-24,2026-05-25
L01403,U11181,active,Saint Paul,MN,379.72,2024-04-21,2024-04-21
L01403,U11181,active,Saint Paul,MN,379.72,2024-04-21,2026-05-25
L01404,U09146,active,Springfield,IL,227.63,2024-10-06,2024-10-06
L01404,U09146,active,Springfield,IL,227.63,2024-10-06,2026-05-25
L01405,U04533,active,Colorado Springs,CO,88.15,2023-05-02,2023-05-02
L01405,U04533,active,Colorado Springs,CO,88.15,2023-05-02,2026-05-25
L01406,U06310,active,Las Vegas,NV,98.02,2025-11-29,2025-11-29
L01406,U06310,active,Las Vegas,NV,98.02,2025-11-29,2026-05-25
L01407,U10218,active,Tampa,FL,117.22,2025-03-01,2025-03-01
L01407,U10218,active,Tampa,FL,117.22,2025-03-01,2026-05-25
L01408,U09473,active,Worcester,MA,77.58,2023-04-12,2023-04-12
L01408,U09473,active,Worcester,MA,77.58,2023-04-12,2026-05-25
L01409,U06014,active,Dallas,TX,341.47,2022-04-18,2022-04-18
L01409,U06014,active,Dallas,TX,341.47,2022-04-18,2026-05-25
L01410,U04682,active,Eugene,OR,273.94,2022-04-06,2022-04-06
L01410,U04682,active,Eugene,OR,273.94,2022-04-06,2026-05-25
L01411,U02189,active,Knoxville,TN,71.86,2025-05-01,2025-05-01
L01411,U02189,active,Knoxville,TN,71.86,2025-05-01,2026-05-25
L01412,U11417,active,Columbus,OH,61.53,2025-03-08,2025-03-08
L01412,U11417,active,Columbus,OH,61.53,2025-03-08,2026-05-25
L01413,U04979,active,Saint Paul,MN,82.90,2025-02-26,2025-02-26
L01413,U04979,active,Saint Paul,MN,82.90,2025-02-26,2026-05-25
L01414,U00605,active,Seattle,WA,241.32,2024-02-27,2024-02-27
L01414,U00605,active,Seattle,WA,241.32,2024-02-27,2026-05-25
L01415,U03883,active,Saint Paul,MN,240.39,2022-09-05,2022-09-05
L01415,U03883,active,Saint Paul,MN,240.39,2022-09-05,2026-05-25
L01416,U12521,active,Columbus,OH,346.66,2022-05-17,2022-05-17
L01416,U12521,active,Columbus,OH,346.66,2022-05-17,2026-05-25
L01417,U11575,active,Houston,TX,197.53,2026-02-11,2026-02-11
L01417,U11575,active,Houston,TX,197.53,2026-02-11,2026-05-25
L01418,U01967,active,Los Angeles,CA,256.36,2025-05-01,2025-05-01
L01418,U01967,active,Los Angeles,CA,256.36,2025-05-01,2026-05-25
L01419,U07209,active,Provo,UT,363.63,2025-08-17,2025-08-17
L01419,U07209,active,Provo,UT,363.63,2025-08-17,2026-05-25
L01420,U04776,active,Salt Lake City,UT,251.84,2024-05-06,2024-05-06
L01420,U04776,active,Salt Lake City,UT,251.84,2024-05-06,2026-05-25
L01421,U05756,active,Jacksonville,FL,179.45,2024-05-23,2024-05-23
L01421,U05756,active,Jacksonville,FL,179.45,2024-05-23,2026-05-25
L01422,U02956,active,Memphis,TN,400.26,2022-04-14,2022-04-14
L01422,U02956,active,Memphis,TN,400.26,2022-04-14,2026-05-25
