reservation_id,user_id,listing_id,reservation_date,duration_months,amount
R024999,U12895,L05420,2023-05-25,1,281.64
R028326,U14565,L02500,2023-05-25,1,194.53
R028945,U14854,L02465,2023-05-25,2,200.00
R001114,U00543,L02506,2023-05-26,6,2670.96
R002051,U01051,L05212,2023-05-26,1,84.63
R007350,U03775,L00528,2023-05-26,3,218.28
R011731,U06029,L03663,2023-05-26,1,206.93
R020372,U10549,L00588,2023-05-26,2,351.90
R024598,U12697,L05096,2023-05-26,2,809.10
R024644,U12722,L00228,2023-05-26,2,148.86
R004248,U02185,L02629,2023-05-27,1,353.52
R004864,U02531,L03288,2023-05-27,1,321.86
R024194,U12502,L03970,2023-05-27,1,236.42
R028173,U14487,L04197,2023-05-27,1,185.81
R003067,U01565,L00917,2023-05-28,1,279.35
R003498,U01776,L00307,2023-05-28,1,171.11
R003731,U01910,L03593,2023-05-28,2,808.92
R007443,U03821,L03970,2023-05-28,2,472.84
R013342,U06859,L05309,2023-05-28,2,537.44
R014033,U07237,L01567,2023-05-28,1,367.98
R019519,U10114,L03122,2023-05-28,2,193.70
R020061,U10383,L01386,2023-05-28,6,2110.08
R023066,U11901,L02549,2023-05-28,6,1506.90
R000762,U00370,L04480,2023-05-29,1,431.31
R001423,U00718,L04829,2023-05-29,2,513.34
R009271,U04774,L00687,2023-05-29,3,828.27
R020339,U10529,L04934,2023-05-29,1,73.78
R021099,U10913,L01548,2023-05-29,2,141.96
R022582,U11650,L00773,2023-05-29,2,537.70
R028792,U14782,L01891,2023-05-29,6,1609.80
R003365,U01711,L03754,2023-05-30,1,51.60
R003830,U01959,L03238,2023-05-30,3,645.24
R010850,U05583,L01915,2023-05-30,1,106.09
R020042,U10372,L04986,2023-05-30,2,564.56
R021873,U11294,L01037,2023-05-30,2,472.04
R000498,U00246,L02365,2023-05-31,12,4323.36
R009752,U05030,L05568,2023-05-31,1,226.54
R011023,U05671,L00422,2023-05-31,1,401.97
R016978,U08777,L03310,2023-05-31,3,1185.09
R017327,U08969,L03685,2023-05-31,6,1398.84
R021449,U11090,L02472,2023-05-31,1,93.31
R022808,U11756,L05487,2023-05-31,1,131.85
R022826,U11767,L04043,2023-05-31,12,3449.04
R026550,U13687,L02563,2023-05-31,1,433.01
R006666,U03426,L01998,2023-06-01,6,1109.16
R011735,U06030,L01500,2023-06-01,3,937.41
R014759,U07642,L05282,2023-06-01,1,57.26
R018379,U09504,L04899,2023-06-01,2,867.42
R027956,U14379,L00850,2023-06-01,1,432.38
R000090,U00048,L05535,2023-06-02,3,1097.91
R001523,U00766,L02191,2023-06-02,6,2310.00
R001588,U00800,L02322,2023-06-02,1,126.47
R002646,U01363,L03636,2023-06-02,2,423.10
R009987,U05144,L00328,2023-06-02,1,325.40
R014667,U07587,L01914,2023-06-02,1,198.67
R017504,U09055,L05842,2023-06-02,1,305.99
R018937,U09802,L05541,2023-06-02,1,93.68
R021917,U11318,L02271,2023-06-02,6,2125.86
R002108,U01080,L01323,2023-06-03,2,154.80
R002923,U01498,L04338,2023-06-03,2,371.62
R004652,U02397,L02571,2023-06-03,3,498.00
R004688,U02420,L04921,2023-06-03,1,329.25
R005563,U02875,L05660,2023-06-03,1,234.07
R015442,U07973,L04591,2023-06-03,3,345.30
R019941,U10322,L00710,2023-06-03,3,1141.80
R020822,U10780,L00232,2023-06-03,1,99.33
R021249,U10983,L05470,2023-06-03,2,248.68
R024328,U12564,L01320,2023-06-03,3,1308.63
R028199,U14497,L05155,2023-06-03,3,1126.29
R000397,U00196,L00421,2023-06-04,1,132.39
R003076,U01570,L05264,2023-06-04,2,758.98
R003322,U01686,L02322,2023-06-04,12,1517.64
R004839,U02519,L04212,2023-06-04,2,325.74
R010912,U05613,L05889,2023-06-04,1,318.79
R018061,U09349,L02090,2023-06-04,2,442.00
R018317,U09471,L00416,2023-06-04,3,664.71
R023502,U12135,L04341,2023-06-04,1,135.11
R027656,U14248,L04719,2023-06-04,6,2080.68
R000417,U00207,L05640,2023-06-05,2,625.90
R001671,U00837,L02861,2023-06-05,1,205.37
R002718,U01399,L04471,2023-06-05,1,421.13
R011334,U05824,L00037,2023-06-05,6,318.42
R013050,U06708,L01242,2023-06-05,2,389.40
R004480,U02316,L05419,2023-06-06,1,343.21
R006198,U03193,L00193,2023-06-06,3,1173.15
R006766,U03479,L00617,2023-06-06,1,168.84
R012101,U06196,L02342,2023-06-06,2,573.92
R017853,U09229,L05777,2023-06-06,1,221.62
R025494,U13156,L03726,2023-06-06,2,381.84
R026949,U13887,L05808,2023-06-06,6,1639.92
R027514,U14170,L02981,2023-06-06,6,340.92
R028024,U14409,L04253,2023-06-06,1,413.10
R028749,U14769,L03359,2023-06-06,1,69.72
R029071,U14924,L04051,2023-06-06,2,680.14
R002796,U01436,L04997,2023-06-07,3,392.70
R010060,U05184,L03334,2023-06-07,1,64.86
R012710,U06502,L03012,2023-06-07,6,1399.26
R013356,U06870,L03757,2023-06-07,3,1229.91
R013429,U06908,L02550,2023-06-07,2,732.10
R013894,U07171,L05234,2023-06-07,3,180.57
R019104,U09890,L05856,2023-06-07,1,94.10
R020821,U10780,L05124,2023-06-07,1,91.96
R021073,U10906,L04778,2023-06-07,12,3507.48
R000238,U00115,L02807,2023-06-08,1,303.39
R001348,U00674,L01923,2023-06-08,2,261.26
R002104,U01078,L05389,2023-06-08,1,402.47
R007208,U03703,L01257,2023-06-08,1,345.12
R008201,U04206,L04059,2023-06-08,3,404.94
R009440,U04869,L04537,2023-06-08,2,160.08
R018803,U09739,L02311,2023-06-08,1,323.87
R021171,U10947,L04000,2023-06-08,2,393.22
R021662,U11191,L03739,2023-06-08,6,1257.90
R022462,U11603,L04722,2023-06-08,2,480.44
R026525,U13675,L00507,2023-06-08,1,292.58
R028222,U14506,L03819,2023-06-08,6,2340.36
R028395,U14592,L03842,2023-06-08,2,610.12
R002117,U01084,L01344,2023-06-09,6,1502.70
R004088,U02101,L04065,2023-06-09,6,912.72
R010344,U05329,L02506,2023-06-09,1,445.16
R011208,U05760,L01172,2023-06-09,2,857.68
R016931,U08753,L05917,2023-06-09,1,85.44
R018087,U09364,L05604,2023-06-09,1,101.02
R020712,U10728,L02007,2023-06-09,6,2296.02
R023602,U12183,L02031,2023-06-09,3,1068.45
R025585,U13201,L04586,2023-06-09,1,422.88
R016320,U08424,L03043,2023-06-10,1,246.75
R023462,U12116,L03135,2023-06-10,2,873.08
R025081,U12941,L01275,2023-06-10,12,1196.64
R027704,U14270,L00576,2023-06-10,1,189.40
R027787,U14308,L05139,2023-06-10,1,406.94
R004541,U02348,L04751,2023-06-11,1,394.64
R008296,U04260,L00807,2023-06-11,1,166.48
R009150,U04714,L00108,2023-06-11,3,1114.77
R009837,U05076,L05896,2023-06-11,3,461.46
R014024,U07234,L05657,2023-06-11,6,2535.00
R022616,U11667,L02426,2023-06-11,2,331.46
R024619,U12708,L05977,2023-06-11,2,716.48
R000874,U00420,L03228,2023-06-12,1,175.09
R001201,U00595,L05716,2023-06-12,1,403.23
R013001,U06675,L04761,2023-06-12,2,546.14
R016976,U08777,L02540,2023-06-12,2,353.80
R021030,U10885,L02865,2023-06-12,6,1003.98
R000313,U00159,L02471,2023-06-13,6,2168.88
R005623,U02901,L00332,2023-06-13,2,175.38
R014651,U07576,L04954,2023-06-13,1,371.43
R016940,U08755,L01054,2023-06-13,2,765.54
R025043,U12919,L00916,2023-06-13,6,1370.28
R027246,U14028,L03318,2023-06-13,1,438.33
R028710,U14747,L05684,2023-06-13,1,318.58
R003011,U01536,L00677,2023-06-14,2,334.64
R005779,U02984,L05037,2023-06-14,1,144.15
R006719,U03455,L00898,2023-06-14,1,53.10
R006857,U03530,L01476,2023-06-14,2,863.46
R008177,U04196,L00946,2023-06-14,1,299.65
R013893,U07171,L04821,2023-06-14,2,103.90
R014022,U07233,L02732,2023-06-14,6,2548.50
R016028,U08270,L03133,2023-06-14,3,894.24
R018797,U09738,L00180,2023-06-14,3,872.25
R020938,U10841,L05737,2023-06-14,1,326.34
R026034,U13421,L02149,2023-06-14,1,101.65
R026801,U13809,L04118,2023-06-14,12,635.76
R026955,U13894,L00783,2023-06-14,1,225.44
R002118,U01085,L00147,2023-06-15,1,324.54
R003870,U01980,L02981,2023-06-15,1,56.82
R004918,U02571,L02483,2023-06-15,2,694.20
R008557,U04401,L05381,2023-06-15,2,881.68
R014100,U07286,L00063,2023-06-15,6,511.74
R015766,U08136,L04959,2023-06-15,2,295.70
R017330,U08970,L05096,2023-06-15,2,809.10
R018734,U09697,L04203,2023-06-15,1,133.19
R023190,U11972,L00986,2023-06-15,3,272.43
R025320,U13064,L00865,2023-06-15,2,765.78
R028752,U14769,L01730,2023-06-15,1,399.04
R001092,U00530,L05180,2023-06-16,2,829.52
R003288,U01672,L05050,2023-06-16,3,1303.44
R004360,U02247,L00622,2023-06-16,1,221.92
R004941,U02584,L00862,2023-06-16,1,214.70
R005792,U02991,L02202,2023-06-16,2,890.62
R006910,U03558,L00378,2023-06-16,1,272.03
R009269,U04774,L05400,2023-06-16,1,253.52
R013842,U07137,L03687,2023-06-16,1,86.19
R019821,U10269,L01681,2023-06-16,12,1891.80
R021633,U11176,L02279,2023-06-16,3,1165.74
R023441,U12103,L01309,2023-06-16,6,1349.28
R024710,U12753,L03239,2023-06-16,6,666.36
R027743,U14286,L01280,2023-06-16,1,146.08
R000577,U00284,L05676,2023-06-17,1,213.55
R005032,U02622,L01092,2023-06-17,1,221.19
R006539,U03368,L02352,2023-06-17,3,675.48
R006688,U03437,L01644,2023-06-17,1,92.47
R009161,U04718,L02566,2023-06-17,12,2136.72
R013230,U06802,L04191,2023-06-17,3,1157.01
R017052,U08824,L02239,2023-06-17,2,528.56
R019625,U10164,L05196,2023-06-17,2,195.64
R025533,U13175,L02467,2023-06-17,12,619.56
R001070,U00521,L01408,2023-06-18,3,232.74
R001666,U00835,L01242,2023-06-18,2,389.40
R001668,U00836,L05483,2023-06-18,2,637.42
R003572,U01825,L00276,2023-06-18,1,186.06
R008035,U04122,L02250,2023-06-18,1,184.80
R016954,U08762,L02421,2023-06-18,3,1050.69
R018344,U09484,L04586,2023-06-18,6,2537.28
R020848,U10795,L04002,2023-06-18,1,322.83
R021310,U11016,L03487,2023-06-18,2,302.86
R027812,U14319,L02554,2023-06-18,2,860.72
R028088,U14444,L03656,2023-06-18,12,1449.36
R028412,U14598,L04230,2023-06-18,1,309.56
R001137,U00555,L01435,2023-06-19,3,727.14
R001629,U00816,L04136,2023-06-19,1,59.83
R015039,U07765,L04785,2023-06-19,3,499.92
R021611,U11165,L03306,2023-06-19,2,196.40
R027839,U14329,L00914,2023-06-19,2,593.38
R028030,U14413,L03616,2023-06-19,2,795.02
R028092,U14444,L01932,2023-06-19,1,277.03
R002807,U01440,L04096,2023-06-20,2,442.58
R003204,U01633,L05610,2023-06-20,6,854.58
R003805,U01948,L04059,2023-06-20,2,269.96
R003905,U01994,L02667,2023-06-20,3,386.61
R004141,U02129,L00555,2023-06-20,12,994.56
R009916,U05109,L04437,2023-06-20,1,204.20
R017690,U09140,L04962,2023-06-20,3,970.83
R019431,U10066,L00657,2023-06-20,3,1284.06
R023737,U12254,L01791,2023-06-20,1,302.91
R024668,U12735,L00071,2023-06-20,1,278.82
R026585,U13698,L02876,2023-06-20,3,390.72
R005201,U02696,L04341,2023-06-21,3,405.33
R012043,U06166,L03407,2023-06-21,3,1342.80
R014267,U07380,L01668,2023-06-21,1,104.87
R017567,U09077,L02981,2023-06-21,2,113.64
R021762,U11241,L03635,2023-06-21,1,258.57
R026586,U13698,L03869,2023-06-21,2,873.84
R000620,U00303,L00378,2023-06-22,2,544.06
R002224,U01147,L02549,2023-06-22,2,502.30
R008521,U04384,L05858,2023-06-22,2,641.44
R011658,U05996,L01872,2023-06-22,3,1141.44
R013751,U07089,L03550,2023-06-22,1,53.27
R014753,U07640,L03064,2023-06-22,3,882.75
R015188,U07845,L03799,2023-06-22,1,353.46
R017908,U09259,L02709,2023-06-22,3,443.91
R022255,U11491,L05066,2023-06-22,2,531.24
R022764,U11735,L05598,2023-06-22,6,1566.54
R023683,U12220,L05122,2023-06-22,6,1609.74
R023706,U12237,L04403,2023-06-22,6,1709.76
R023732,U12251,L01277,2023-06-22,2,407.76
R024652,U12726,L00702,2023-06-22,1,108.07
R027843,U14330,L03451,2023-06-22,1,147.77
R005620,U02900,L02797,2023-06-23,2,217.96
R012155,U06221,L00993,2023-06-23,2,883.42
R016427,U08492,L00323,2023-06-23,3,548.97
R016625,U08604,L03367,2023-06-23,1,361.66
R021140,U10934,L02898,2023-06-23,2,608.60
R021599,U11160,L02085,2023-06-23,1,156.23
R003713,U01900,L02420,2023-06-24,3,1291.95
R009469,U04885,L03030,2023-06-24,3,583.44
R012477,U06394,L03036,2023-06-24,6,1837.80
R013715,U07065,L04441,2023-06-24,1,230.17
R017688,U09139,L04959,2023-06-24,1,147.85
R024198,U12504,L00432,2023-06-24,2,416.86
R026779,U13796,L04929,2023-06-24,1,447.62
R028413,U14598,L01534,2023-06-24,12,3920.52
R000066,U00033,L02311,2023-06-25,1,323.87
R005799,U02995,L05069,2023-06-25,2,314.30
R011516,U05915,L04781,2023-06-25,3,1299.21
R012916,U06625,L04818,2023-06-25,1,65.39
R013214,U06797,L01902,2023-06-25,2,521.48
R014253,U07375,L03012,2023-06-25,1,233.21
R023581,U12170,L01002,2023-06-25,1,190.92
R004521,U02336,L02149,2023-06-26,2,203.30
R008057,U04131,L00414,2023-06-26,6,1962.00
R009056,U04669,L02834,2023-06-26,1,246.27
R009116,U04694,L04350,2023-06-26,3,1004.16
R011830,U06067,L04366,2023-06-26,6,307.80
R016161,U08351,L02649,2023-06-26,1,54.46
R024600,U12698,L00795,2023-06-26,6,1521.18
R025193,U13006,L05859,2023-06-26,2,589.76
R026577,U13694,L02067,2023-06-26,1,279.41
R002239,U01151,L05091,2023-06-27,12,2262.00
R005610,U02895,L02717,2023-06-27,6,2490.90
R005622,U02900,L00444,2023-06-27,12,2729.64
R009476,U04889,L04155,2023-06-27,1,109.80
R010932,U05624,L05428,2023-06-27,1,260.01
R013217,U06797,L02376,2023-06-27,2,177.10
R019180,U09933,L01399,2023-06-27,1,236.28
R019307,U09994,L04693,2023-06-27,2,416.12
R025198,U13007,L05958,2023-06-27,3,330.96
R025531,U13175,L00586,2023-06-27,2,425.48
R028041,U14420,L05215,2023-06-27,1,246.55
R001452,U00729,L05268,2023-06-28,6,1497.78
R004486,U02318,L05215,2023-06-28,1,246.55
R009180,U04727,L05215,2023-06-28,1,246.55
R009839,U05076,L01507,2023-06-28,12,4897.44
R017111,U08853,L02411,2023-06-28,1,398.33
R018477,U09556,L03487,2023-06-28,12,1817.16
R021460,U11095,L01489,2023-06-28,1,421.27
R023906,U12346,L05557,2023-06-28,2,484.70
R027399,U14101,L00341,2023-06-28,12,2032.56
R029008,U14885,L05068,2023-06-28,1,63.65
R001872,U00955,L05915,2023-06-29,2,634.52
R002804,U01440,L03578,2023-06-29,2,408.98
R004347,U02240,L02258,2023-06-29,2,792.80
R011136,U05719,L02027,2023-06-29,1,269.74
R012096,U06194,L02029,2023-06-29,2,311.18
R013133,U06752,L04708,2023-06-29,6,2086.14
R014516,U07516,L04107,2023-06-29,1,368.66
R015939,U08227,L00821,2023-06-29,1,64.29
R029182,U14987,L01975,2023-06-29,1,200.30
R003674,U01876,L02635,2023-06-30,3,587.88
R004127,U02122,L04712,2023-06-30,3,462.48
R004651,U02397,L04166,2023-06-30,1,89.87
R009080,U04679,L03262,2023-06-30,1,420.25
R017110,U08853,L00404,2023-06-30,1,50.98
R022359,U11545,L01668,2023-06-30,1,104.87
R000852,U00410,L00252,2023-07-01,3,786.21
R005106,U02656,L03395,2023-07-01,1,172.93
R008192,U04202,L05275,2023-07-01,1,279.02
R023833,U12306,L05454,2023-07-01,6,1695.30
R014644,U07574,L00863,2023-07-02,2,119.60
R014741,U07630,L04433,2023-07-02,1,322.75
R015800,U08148,L04459,2023-07-02,6,2511.18
R015988,U08255,L05489,2023-07-02,1,293.34
R026833,U13827,L01939,2023-07-02,6,2099.52
R028157,U14484,L04196,2023-07-02,3,1179.45
R028858,U14813,L05977,2023-07-02,1,358.24
R002649,U01364,L04272,2023-07-03,12,2905.68
R005451,U02827,L05430,2023-07-03,3,1110.87
R012152,U06220,L04092,2023-07-03,12,1055.04
R017743,U09170,L02345,2023-07-03,1,173.79
R024756,U12776,L04201,2023-07-03,1,426.42
R000501,U00247,L05592,2023-07-04,3,1077.24
R012361,U06330,L00073,2023-07-04,3,576.99
R012769,U06541,L00414,2023-07-04,12,3924.00
R022089,U11394,L01666,2023-07-04,1,56.12
R022311,U11518,L03736,2023-07-04,2,875.28
R024037,U12417,L02278,2023-07-04,1,419.10
R024867,U12834,L00843,2023-07-04,12,2019.84
R001855,U00945,L04343,2023-07-05,1,378.58
R004221,U02171,L05487,2023-07-05,12,1582.20
R009187,U04729,L01718,2023-07-05,1,77.75
R011265,U05790,L03956,2023-07-05,2,105.32
R017426,U09014,L05990,2023-07-05,1,151.25
R019521,U10115,L04481,2023-07-05,6,819.60
R021577,U11146,L02489,2023-07-05,1,214.39
R026791,U13802,L01054,2023-07-05,1,382.77
R001487,U00748,L04496,2023-07-06,2,326.74
R002736,U01407,L00395,2023-07-06,2,464.64
R004252,U02187,L02504,2023-07-06,1,180.77
R005809,U03000,L04010,2023-07-06,6,2475.42
R008840,U04552,L02483,2023-07-06,1,347.10
R018986,U09825,L02941,2023-07-06,1,271.46
R020084,U10391,L05253,2023-07-06,1,147.09
R020358,U10537,L01435,2023-07-06,1,242.38
R021478,U11104,L05295,2023-07-06,1,158.50
R022199,U11461,L05760,2023-07-06,12,4467.72
R022222,U11475,L05522,2023-07-06,12,1818.48
R023334,U12046,L02393,2023-07-06,2,732.32
R003035,U01551,L02252,2023-07-07,1,409.99
R003887,U01987,L04954,2023-07-07,1,371.43
R005665,U02929,L05963,2023-07-07,12,819.24
R006527,U03362,L05815,2023-07-07,12,4362.48
R006701,U03443,L04035,2023-07-07,1,78.48
R007175,U03689,L03617,2023-07-07,12,2912.28
R008627,U04435,L04054,2023-07-07,12,3061.80
R013284,U06830,L01923,2023-07-07,3,391.89
R017125,U08860,L04771,2023-07-07,2,590.16
R018841,U09756,L04119,2023-07-07,1,208.34
R019265,U09971,L05074,2023-07-07,1,236.90
R019830,U10274,L05105,2023-07-07,1,374.67
R022156,U11436,L04585,2023-07-07,2,283.14
R022909,U11813,L04152,2023-07-07,6,2074.32
R026569,U13692,L01309,2023-07-07,1,224.88
R001397,U00702,L00644,2023-07-08,6,314.88
R004227,U02174,L05384,2023-07-08,1,156.14
R004723,U02435,L05583,2023-07-08,3,706.62
R004971,U02598,L02016,2023-07-08,2,622.36
R005330,U02766,L05133,2023-07-08,1,280.37
R008588,U04412,L01032,2023-07-08,1,169.68
R015447,U07977,L01973,2023-07-08,2,228.70
R016473,U08517,L02273,2023-07-08,6,1723.86
R017326,U08969,L04978,2023-07-08,12,2670.60
R018961,U09813,L03459,2023-07-08,12,2892.48
R027201,U14014,L05675,2023-07-08,2,761.86
R028527,U14657,L01277,2023-07-08,2,407.76
R000182,U00089,L03688,2023-07-09,1,417.52
R000664,U00327,L00279,2023-07-09,2,460.58
R004628,U02387,L03840,2023-07-09,1,111.55
R007623,U03920,L00583,2023-07-09,1,192.68
R013843,U07138,L00992,2023-07-09,1,167.43
R014495,U07504,L04197,2023-07-09,1,185.81
R015101,U07798,L03614,2023-07-09,1,187.94
R017992,U09308,L02523,2023-07-09,2,524.80
R018659,U09661,L00785,2023-07-09,1,309.10
R023755,U12265,L02981,2023-07-09,1,56.82
R000597,U00295,L01856,2023-07-10,1,151.19
R000608,U00299,L01730,2023-07-10,2,798.08
R005304,U02754,L05579,2023-07-10,1,295.80
R006930,U03569,L01422,2023-07-10,6,2401.56
R008060,U04132,L02858,2023-07-10,1,264.86
R009686,U05001,L01677,2023-07-10,1,162.50
R011390,U05848,L04742,2023-07-10,2,669.86
R011962,U06131,L01293,2023-07-10,3,261.69
R026026,U13419,L05020,2023-07-10,1,271.09
R027161,U13995,L05616,2023-07-10,2,156.10
R000006,U00005,L04262,2023-07-11,3,1341.30
R002425,U01244,L00891,2023-07-11,12,4446.96
R014899,U07705,L05549,2023-07-11,3,552.30
R022913,U11815,L05345,2023-07-11,12,5032.20
R025328,U13070,L00929,2023-07-11,1,76.77
R028970,U14866,L05748,2023-07-11,6,398.04
R001648,U00823,L02489,2023-07-12,3,643.17
R002494,U01277,L03436,2023-07-12,1,352.12
R004453,U02298,L00406,2023-07-12,1,427.15
R010077,U05197,L04167,2023-07-12,3,628.32
R011310,U05815,L05110,2023-07-12,3,791.04
R011651,U05992,L03043,2023-07-12,2,493.50
R024739,U12765,L00766,2023-07-12,2,502.96
R024853,U12830,L04826,2023-07-12,6,2493.72
R026032,U13421,L02242,2023-07-12,2,651.34
R028754,U14770,L04043,2023-07-12,2,574.84
R003837,U01964,L01872,2023-07-13,1,380.48
R012420,U06361,L01744,2023-07-13,12,3371.76
R012884,U06610,L04721,2023-07-13,1,382.71
R015441,U07973,L01773,2023-07-13,6,1554.00
R016193,U08367,L05260,2023-07-13,6,1257.30
R016698,U08635,L04041,2023-07-13,1,177.38
R017488,U09047,L05163,2023-07-13,1,148.84
R019652,U10182,L05074,2023-07-13,1,236.90
R022114,U11409,L00964,2023-07-13,1,175.54
R022286,U11502,L02008,2023-07-13,1,319.61
R027817,U14320,L02063,2023-07-13,2,368.70
R000850,U00408,L03139,2023-07-14,2,374.16
R006013,U03100,L00532,2023-07-14,2,593.42
R009665,U04990,L00356,2023-07-14,12,4080.96
R009849,U05079,L02339,2023-07-14,6,568.50
R010977,U05651,L03827,2023-07-14,6,1954.68
R012176,U06233,L04396,2023-07-14,12,4399.56
R017331,U08970,L04052,2023-07-14,1,267.91
R019362,U10017,L00944,2023-07-14,3,693.72
R027460,U14130,L02855,2023-07-14,6,564.66
R000999,U00482,L02978,2023-07-15,2,419.80
R001233,U00608,L03266,2023-07-15,1,206.14
R006598,U03397,L03030,2023-07-15,1,194.48
R008525,U04386,L02807,2023-07-15,2,606.78
R010093,U05204,L05054,2023-07-15,1,400.87
R011838,U06072,L05660,2023-07-15,1,234.07
R013082,U06725,L01806,2023-07-15,1,123.06
R013264,U06817,L03198,2023-07-15,1,88.75
R019064,U09865,L05372,2023-07-15,1,354.48
R022168,U11442,L01002,2023-07-15,6,1145.52
R000219,U00108,L03393,2023-07-16,6,2089.26
R002010,U01028,L01923,2023-07-16,6,783.78
R004793,U02482,L01768,2023-07-16,1,64.14
R007587,U03901,L02656,2023-07-16,2,100.40
R007937,U04065,L04533,2023-07-16,1,277.98
R010202,U05257,L04855,2023-07-16,1,326.17
R010333,U05327,L05915,2023-07-16,3,951.78
R011210,U05760,L05199,2023-07-16,2,590.66
R014153,U07317,L02997,2023-07-16,6,1334.34
R019616,U10160,L04093,2023-07-16,6,1317.30
R020825,U10780,L04005,2023-07-16,2,812.22
R027400,U14101,L02072,2023-07-16,1,354.34
R028484,U14631,L03400,2023-07-16,3,1169.76
R001019,U00495,L01380,2023-07-17,1,98.93
R001386,U00696,L05917,2023-07-17,2,170.88
R002951,U01513,L03328,2023-07-17,1,323.87
R006176,U03182,L03544,2023-07-17,1,309.16
R008549,U04399,L02734,2023-07-17,2,103.04
R008663,U04458,L02299,2023-07-17,1,362.24
R013295,U06838,L01665,2023-07-17,6,2096.04
R013895,U07171,L00853,2023-07-17,1,317.73
R017536,U09066,L01472,2023-07-17,1,66.35
R018519,U09582,L00781,2023-07-17,1,130.66
R021892,U11305,L05736,2023-07-17,6,401.64
R022314,U11518,L02125,2023-07-17,1,228.25
R026739,U13772,L04817,2023-07-17,6,1067.28
R028045,U14420,L04316,2023-07-17,6,2279.88
R028296,U14550,L01162,2023-07-17,6,1622.88
R000215,U00106,L03636,2023-07-18,2,423.10
R003123,U01593,L03373,2023-07-18,1,109.99
R006675,U03432,L01262,2023-07-18,1,449.30
R012254,U06273,L00642,2023-07-18,1,213.79
R020974,U10858,L02807,2023-07-18,1,303.39
R021767,U11243,L04957,2023-07-18,1,250.80
R022287,U11503,L02742,2023-07-18,6,1593.00
R028857,U14813,L05464,2023-07-18,2,314.88
R001875,U00955,L05721,2023-07-19,1,395.36
R010577,U05447,L02295,2023-07-19,6,1333.02
R011131,U05717,L03104,2023-07-19,2,350.06
R012591,U06444,L04437,2023-07-19,1,204.20
R015165,U07836,L04729,2023-07-19,1,368.10
R017495,U09050,L00141,2023-07-19,1,284.14
R018207,U09418,L04237,2023-07-19,2,584.44
R020021,U10365,L05253,2023-07-19,3,441.27
R009301,U04792,L01632,2023-07-20,1,203.91
R010053,U05181,L04646,2023-07-20,2,157.10
R014123,U07298,L00507,2023-07-20,3,877.74
R015440,U07972,L03970,2023-07-20,1,236.42
R015833,U08164,L00782,2023-07-20,1,190.06
R021774,U11245,L01226,2023-07-20,1,445.66
R000810,U00394,L01119,2023-07-21,1,210.62
R002920,U01493,L05152,2023-07-21,1,110.09
R003276,U01669,L04657,2023-07-21,2,584.80
R003622,U01842,L00267,2023-07-21,2,830.44
R003708,U01898,L03616,2023-07-21,2,795.02
R009037,U04662,L01891,2023-07-21,1,268.30
R011025,U05671,L04771,2023-07-21,2,590.16
R019082,U09874,L04354,2023-07-21,1,344.55
R026602,U13703,L04382,2023-07-21,2,176.44
R027042,U13951,L02137,2023-07-21,1,269.57
R000504,U00247,L01643,2023-07-22,1,125.21
R003505,U01781,L03930,2023-07-22,12,870.12
R005901,U03045,L02279,2023-07-22,12,4662.96
R006621,U03410,L05312,2023-07-22,3,1019.58
R007215,U03707,L01885,2023-07-22,1,240.36
R011165,U05732,L04119,2023-07-22,3,625.02
R013018,U06690,L05127,2023-07-22,1,166.17
R017467,U09036,L01769,2023-07-22,2,377.18
R021905,U11311,L01856,2023-07-22,3,453.57
R023535,U12147,L01915,2023-07-22,1,106.09
R024577,U12688,L00748,2023-07-22,2,601.72
R025376,U13096,L00329,2023-07-22,2,367.12
R000316,U00159,L00811,2023-07-23,3,659.40
R000396,U00195,L02301,2023-07-23,2,503.56
R001835,U00934,L04204,2023-07-23,2,678.62
R003269,U01663,L02913,2023-07-23,3,574.92
R009038,U04662,L03146,2023-07-23,1,122.90
R013083,U06726,L04451,2023-07-23,3,286.20
R015160,U07835,L00772,2023-07-23,1,129.55
R022597,U11657,L05169,2023-07-23,12,4474.92
R024312,U12556,L01718,2023-07-23,6,466.50
R025799,U13304,L01885,2023-07-23,2,480.72
R029059,U14917,L03217,2023-07-23,2,653.74
R003849,U01971,L02030,2023-07-24,12,3787.20
R016329,U08426,L00424,2023-07-24,1,121.41
R022618,U11667,L00693,2023-07-24,1,278.31
R023255,U12005,L05395,2023-07-24,1,430.73
R007551,U03885,L05474,2023-07-25,1,282.63
R008324,U04277,L05449,2023-07-25,1,309.21
R009495,U04899,L04865,2023-07-25,1,81.49
R013019,U06690,L00363,2023-07-25,1,103.68
R015538,U08025,L02362,2023-07-25,3,363.57
R018278,U09453,L00873,2023-07-25,1,408.81
R023501,U12135,L05576,2023-07-25,1,285.90
R025050,U12923,L01154,2023-07-25,12,3523.08
R028115,U14459,L01115,2023-07-25,1,441.28
R028827,U14803,L05251,2023-07-25,1,196.59
R004687,U02420,L05163,2023-07-26,1,148.84
R005294,U02750,L02577,2023-07-26,12,3248.76
R005611,U02895,L01922,2023-07-26,6,943.20
R009970,U05135,L01361,2023-07-26,3,1280.88
R014231,U07363,L02297,2023-07-26,12,3510.48
R017206,U08908,L02088,2023-07-26,2,649.32
R019211,U09945,L00059,2023-07-26,2,782.42
R027077,U13963,L00678,2023-07-26,2,259.56
R028370,U14581,L04751,2023-07-26,1,394.64
